cvr,livestock_n,cattle_cnt,pig_cnt,poultry_cnt,n_chr,rows,year
32013694,0.0,0.0,0.0,0.0,0,6,2017
32016162,0.0,0.0,0.0,0.0,0,6,2017
32018432,0.0,0.0,0.0,0.0,0,6,2017
32021778,0.0,0.0,0.0,0.0,0,2,2017
32022065,0.0,0.0,0.0,0.0,0,3,2017
32024858,0.0,0.0,0.0,0.0,0,1,2017
32025633,0.0,0.0,0.0,0.0,0,2,2017
32027482,0.0,0.0,0.0,0.0,0,3,2017
32033687,0.0,0.0,0.0,0.0,0,2,2017
32034268,0.0,0.0,0.0,0.0,0,8,2017
32037216,0.0,0.0,0.0,0.0,0,1,2017
32037941,0.0,0.0,0.0,0.0,0,10,2017
32039065,0.0,0.0,0.0,0.0,0,1,2017
32039812,0.0,0.0,0.0,0.0,0,1,2017
32040985,0.0,0.0,0.0,0.0,0,1,2017
32042937,0.0,0.0,0.0,0.0,0,1,2017
32045138,0.0,0.0,0.0,0.0,0,3,2017
32046185,0.0,0.0,0.0,0.0,0,2,2017
32046371,0.0,0.0,0.0,0.0,0,6,2017
32046592,0.0,0.0,0.0,0.0,0,1,2017
32056768,0.0,0.0,0.0,0.0,0,2,2017
32069495,0.0,0.0,0.0,0.0,0,1,2017
32075339,0.0,0.0,0.0,0.0,0,4,2017
32080561,0.0,0.0,0.0,0.0,0,10,2017
32084834,0.0,0.0,0.0,0.0,0,1,2017
32088023,0.0,0.0,0.0,0.0,0,5,2017
32093108,0.0,0.0,0.0,0.0,0,8,2017
32093590,0.0,0.0,0.0,0.0,0,2,2017
32094031,0.0,0.0,0.0,0.0,0,7,2017
32095623,0.0,0.0,0.0,0.0,0,26,2017
32096174,0.0,0.0,0.0,0.0,0,2,2017
32103111,0.0,0.0,0.0,0.0,0,1,2017
32106323,0.0,0.0,0.0,0.0,0,5,2017
32106811,0.0,0.0,0.0,0.0,0,7,2017
32109934,0.0,0.0,0.0,0.0,0,9,2017
32110428,0.0,0.0,0.0,0.0,0,2,2017
32110711,0.0,0.0,0.0,0.0,0,5,2017
32114709,0.0,0.0,0.0,0.0,0,1,2017
32115349,0.0,0.0,0.0,0.0,0,5,2017
32121349,0.0,0.0,0.0,0.0,0,5,2017
32126901,0.0,0.0,0.0,0.0,0,6,2017
32129846,0.0,0.0,0.0,0.0,0,1,2017
32135870,0.0,0.0,0.0,0.0,0,1,2017
32140653,0.0,0.0,0.0,0.0,0,5,2017
32147925,0.0,0.0,0.0,0.0,0,3,2017
32150144,0.0,0.0,0.0,0.0,0,4,2017
32165400,0.0,0.0,0.0,0.0,0,1,2017
32166954,0.0,0.0,0.0,0.0,0,2,2017
32167136,0.0,0.0,0.0,0.0,0,5,2017
32168914,0.0,0.0,0.0,0.0,0,16,2017
32173888,0.0,0.0,0.0,0.0,0,1,2017
32175287,0.0,0.0,0.0,0.0,0,1,2017
32175856,0.0,0.0,0.0,0.0,0,5,2017
32177417,0.0,0.0,0.0,0.0,0,5,2017
32183867,0.0,0.0,0.0,0.0,0,5,2017
32184774,0.0,0.0,0.0,0.0,0,5,2017
32186475,0.0,0.0,0.0,0.0,0,6,2017
32188443,0.0,0.0,0.0,0.0,0,4,2017
32191355,0.0,0.0,0.0,0.0,0,17,2017
32191584,0.0,0.0,0.0,0.0,0,6,2017
32192564,0.0,0.0,0.0,0.0,0,4,2017
32195814,0.0,0.0,0.0,0.0,0,1,2017
32196721,0.0,0.0,0.0,0.0,0,1,2017
32199143,0.0,0.0,0.0,0.0,0,1,2017
32201075,0.0,0.0,0.0,0.0,0,1,2017
32202489,0.0,0.0,0.0,0.0,0,5,2017
32202497,0.0,0.0,0.0,0.0,0,9,2017
32202586,0.0,0.0,0.0,0.0,0,3,2017
32203159,0.0,0.0,0.0,0.0,0,1,2017
32203361,0.0,0.0,0.0,0.0,0,5,2017
32203558,0.0,0.0,0.0,0.0,0,5,2017
32205321,0.0,0.0,0.0,0.0,0,7,2017
32210120,0.0,0.0,0.0,0.0,0,7,2017
32211712,0.0,0.0,0.0,0.0,0,6,2017
32213081,0.0,0.0,0.0,0.0,0,5,2017
32213294,0.0,0.0,0.0,0.0,0,5,2017
32214169,0.0,0.0,0.0,0.0,0,1,2017
32220177,0.0,0.0,0.0,0.0,0,3,2017
32220401,0.0,0.0,0.0,0.0,0,8,2017
32222013,0.0,0.0,0.0,0.0,0,3,2017
32222706,0.0,0.0,0.0,0.0,0,6,2017
32230458,0.0,0.0,0.0,0.0,0,1,2017
32230490,0.0,0.0,0.0,0.0,0,1,2017
32230539,0.0,0.0,0.0,0.0,0,4,2017
32237088,0.0,0.0,0.0,0.0,0,1,2017
32237355,0.0,0.0,0.0,0.0,0,5,2017
32242758,0.0,0.0,0.0,0.0,0,6,2017
32244793,0.0,0.0,0.0,0.0,0,8,2017
32249256,0.0,0.0,0.0,0.0,0,6,2017
32250963,0.0,0.0,0.0,0.0,0,1,2017
32252915,0.0,0.0,0.0,0.0,0,5,2017
32253180,0.0,0.0,0.0,0.0,0,2,2017
32253660,0.0,0.0,0.0,0.0,0,6,2017
32254993,0.0,0.0,0.0,0.0,0,7,2017
32256686,0.0,0.0,0.0,0.0,0,13,2017
32262236,0.0,0.0,0.0,0.0,0,1,2017
32265111,0.0,0.0,0.0,0.0,0,2,2017
32266118,0.0,0.0,0.0,0.0,0,4,2017
32266193,0.0,0.0,0.0,0.0,0,9,2017
32272479,0.0,0.0,0.0,0.0,0,6,2017
32272975,0.0,0.0,0.0,0.0,0,4,2017
32276911,0.0,0.0,0.0,0.0,0,2,2017
32280773,0.0,0.0,0.0,0.0,0,2,2017
32296890,0.0,0.0,0.0,0.0,0,1,2017
32300901,0.0,0.0,0.0,0.0,0,1,2017
32305741,0.0,0.0,0.0,0.0,0,4,2017
32314414,0.0,0.0,0.0,0.0,0,2,2017
32320589,0.0,0.0,0.0,0.0,0,18,2017
32323693,0.0,0.0,0.0,0.0,0,3,2017
32324088,0.0,0.0,0.0,0.0,0,1,2017
32334520,0.0,0.0,0.0,0.0,0,7,2017
32334547,0.0,0.0,0.0,0.0,0,4,2017
32339972,0.0,0.0,0.0,0.0,0,3,2017
32341853,0.0,0.0,0.0,0.0,0,19,2017
32344410,0.0,0.0,0.0,0.0,0,5,2017
32345670,0.0,0.0,0.0,0.0,0,1,2017
32365469,0.0,0.0,0.0,0.0,0,15,2017
32365949,0.0,0.0,0.0,0.0,0,2,2017
32370845,0.0,0.0,0.0,0.0,0,1,2017
32374638,0.0,0.0,0.0,0.0,0,1,2017
32376142,0.0,0.0,0.0,0.0,0,6,2017
32379222,0.0,0.0,0.0,0.0,0,1,2017
32381758,0.0,0.0,0.0,0.0,0,1,2017
32385818,0.0,0.0,0.0,0.0,0,1,2017
32387373,0.0,0.0,0.0,0.0,0,5,2017
32389198,0.0,0.0,0.0,0.0,0,5,2017
32392407,0.0,0.0,0.0,0.0,0,5,2017
32393055,0.0,0.0,0.0,0.0,0,1,2017
32393624,0.0,0.0,0.0,0.0,0,1,2017
32402631,0.0,0.0,0.0,0.0,0,2,2017
32405347,0.0,0.0,0.0,0.0,0,1,2017
32407501,0.0,0.0,0.0,0.0,0,2,2017
32411436,0.0,0.0,0.0,0.0,0,7,2017
32416586,0.0,0.0,0.0,0.0,0,6,2017
32420222,0.0,0.0,0.0,0.0,0,7,2017
32428770,0.0,0.0,0.0,0.0,0,5,2017
32430236,0.0,0.0,0.0,0.0,0,2,2017
32431526,0.0,0.0,0.0,0.0,0,1,2017
32435289,0.0,0.0,0.0,0.0,0,5,2017
32441483,0.0,0.0,0.0,0.0,0,22,2017
32453015,0.0,0.0,0.0,0.0,0,5,2017
32467768,0.0,0.0,0.0,0.0,0,1,2017
32467814,0.0,0.0,0.0,0.0,0,6,2017
32469698,0.0,0.0,0.0,0.0,0,3,2017
32479464,0.0,0.0,0.0,0.0,0,7,2017
32490727,0.0,0.0,0.0,0.0,0,2,2017
32492037,0.0,0.0,0.0,0.0,0,2,2017
32496431,0.0,0.0,0.0,0.0,0,5,2017
32498078,0.0,0.0,0.0,0.0,0,2,2017
32498817,0.0,0.0,0.0,0.0,0,2,2017
32500463,0.0,0.0,0.0,0.0,0,1,2017
32502679,0.0,0.0,0.0,0.0,0,13,2017
32503365,0.0,0.0,0.0,0.0,0,1,2017
32505066,0.0,0.0,0.0,0.0,0,4,2017
32507719,0.0,0.0,0.0,0.0,0,5,2017
32508359,0.0,0.0,0.0,0.0,0,9,2017
32509215,0.0,0.0,0.0,0.0,0,2,2017
32511716,0.0,0.0,0.0,0.0,0,5,2017
32511805,0.0,0.0,0.0,0.0,0,20,2017
32512755,0.0,0.0,0.0,0.0,0,5,2017
32513891,0.0,0.0,0.0,0.0,0,1,2017
32517579,0.0,0.0,0.0,0.0,0,11,2017
32518656,0.0,0.0,0.0,0.0,0,8,2017
32524702,0.0,0.0,0.0,0.0,0,5,2017
32525717,0.0,0.0,0.0,0.0,0,5,2017
32529216,0.0,0.0,0.0,0.0,0,2,2017
32535828,0.0,0.0,0.0,0.0,0,9,2017
32557031,0.0,0.0,0.0,0.0,0,1,2017
32565859,0.0,0.0,0.0,0.0,0,2,2017
32577334,0.0,0.0,0.0,0.0,0,4,2017
32579396,0.0,0.0,0.0,0.0,0,3,2017
32579671,0.0,0.0,0.0,0.0,0,4,2017
32582060,0.0,0.0,0.0,0.0,0,5,2017
32585957,0.0,0.0,0.0,0.0,0,1,2017
32587178,0.0,0.0,0.0,0.0,0,6,2017
32588417,0.0,0.0,0.0,0.0,0,5,2017
32589022,0.0,0.0,0.0,0.0,0,3,2017
32589359,0.0,0.0,0.0,0.0,0,1,2017
32590233,0.0,0.0,0.0,0.0,0,2,2017
32590683,0.0,0.0,0.0,0.0,0,19,2017
32593607,0.0,0.0,0.0,0.0,0,6,2017
32593631,0.0,0.0,0.0,0.0,0,8,2017
32594212,0.0,0.0,0.0,0.0,0,6,2017
32597963,0.0,0.0,0.0,0.0,0,5,2017
32599036,0.0,0.0,0.0,0.0,0,2,2017
32599176,0.0,0.0,0.0,0.0,0,6,2017
32599737,0.0,0.0,0.0,0.0,0,10,2017
32600131,0.0,0.0,0.0,0.0,0,5,2017
32603262,0.0,0.0,0.0,0.0,0,8,2017
32606164,0.0,0.0,0.0,0.0,0,1,2017
32609503,0.0,0.0,0.0,0.0,0,8,2017
32609929,0.0,0.0,0.0,0.0,0,8,2017
32611907,0.0,0.0,0.0,0.0,0,3,2017
32612059,0.0,0.0,0.0,0.0,0,9,2017
32613519,0.0,0.0,0.0,0.0,0,7,2017
32616593,0.0,0.0,0.0,0.0,0,1,2017
32616798,0.0,0.0,0.0,0.0,0,2,2017
32618782,0.0,0.0,0.0,0.0,0,5,2017
32619029,0.0,0.0,0.0,0.0,0,5,2017
32620396,0.0,0.0,0.0,0.0,0,5,2017
32620442,0.0,0.0,0.0,0.0,0,9,2017
32621899,0.0,0.0,0.0,0.0,0,1,2017
32622658,0.0,0.0,0.0,0.0,0,1,2017
32624685,0.0,0.0,0.0,0.0,0,1,2017
32626149,0.0,0.0,0.0,0.0,0,1,2017
32627862,0.0,0.0,0.0,0.0,0,1,2017
32631177,0.0,0.0,0.0,0.0,0,10,2017
32633056,0.0,0.0,0.0,0.0,0,5,2017
32634478,0.0,0.0,0.0,0.0,0,8,2017
32634834,0.0,0.0,0.0,0.0,0,5,2017
32637523,0.0,0.0,0.0,0.0,0,3,2017
32637884,0.0,0.0,0.0,0.0,0,10,2017
32639046,0.0,0.0,0.0,0.0,0,2,2017
32639259,0.0,0.0,0.0,0.0,0,5,2017
32639836,0.0,0.0,0.0,0.0,0,4,2017
32654681,0.0,0.0,0.0,0.0,0,1,2017
32660096,0.0,0.0,0.0,0.0,0,7,2017
32681727,0.0,0.0,0.0,0.0,0,3,2017
32681972,0.0,0.0,0.0,0.0,0,9,2017
32688810,0.0,0.0,0.0,0.0,0,1,2017
32688926,0.0,0.0,0.0,0.0,0,5,2017
32688985,0.0,0.0,0.0,0.0,0,6,2017
32694845,0.0,0.0,0.0,0.0,0,8,2017
32695094,0.0,0.0,0.0,0.0,0,2,2017
32696724,0.0,0.0,0.0,0.0,0,6,2017
32697283,0.0,0.0,0.0,0.0,0,12,2017
32698182,0.0,0.0,0.0,0.0,0,1,2017
32701973,0.0,0.0,0.0,0.0,0,5,2017
32714064,0.0,0.0,0.0,0.0,0,7,2017
32714323,0.0,0.0,0.0,0.0,0,5,2017
32715354,0.0,0.0,0.0,0.0,0,2,2017
32716318,0.0,0.0,0.0,0.0,0,1,2017
32718922,0.0,0.0,0.0,0.0,0,11,2017
32724256,0.0,0.0,0.0,0.0,0,13,2017
32724787,0.0,0.0,0.0,0.0,0,6,2017
32727891,0.0,0.0,0.0,0.0,0,6,2017
32727972,0.0,0.0,0.0,0.0,0,9,2017
32728375,0.0,0.0,0.0,0.0,0,6,2017
32728782,0.0,0.0,0.0,0.0,0,5,2017
32729738,0.0,0.0,0.0,0.0,0,1,2017
32730701,0.0,0.0,0.0,0.0,0,2,2017
32734197,0.0,0.0,0.0,0.0,0,1,2017
32738257,0.0,0.0,0.0,0.0,0,5,2017
32739415,0.0,0.0,0.0,0.0,0,12,2017
32740642,0.0,0.0,0.0,0.0,0,4,2017
32741266,0.0,0.0,0.0,0.0,0,3,2017
32742890,0.0,0.0,0.0,0.0,0,10,2017
32746640,0.0,0.0,0.0,0.0,0,13,2017
32752500,0.0,0.0,0.0,0.0,0,2,2017
32754961,0.0,0.0,0.0,0.0,0,2,2017
32756212,0.0,0.0,0.0,0.0,0,12,2017
32756778,0.0,0.0,0.0,0.0,0,8,2017
32756883,0.0,0.0,0.0,0.0,0,4,2017
32757227,0.0,0.0,0.0,0.0,0,9,2017
32757456,0.0,0.0,0.0,0.0,0,2,2017
32757510,0.0,0.0,0.0,0.0,0,5,2017
32758401,0.0,0.0,0.0,0.0,0,4,2017
32758622,0.0,0.0,0.0,0.0,0,7,2017
32762719,0.0,0.0,0.0,0.0,0,1,2017
32779549,0.0,0.0,0.0,0.0,0,17,2017
32790593,0.0,0.0,0.0,0.0,0,5,2017
32792839,0.0,0.0,0.0,0.0,0,1,2017
32792863,0.0,0.0,0.0,0.0,0,2,2017
32794920,0.0,0.0,0.0,0.0,0,19,2017
32794939,0.0,0.0,0.0,0.0,0,3,2017
32795307,0.0,0.0,0.0,0.0,0,1,2017
32795587,0.0,0.0,0.0,0.0,0,1,2017
32798160,0.0,0.0,0.0,0.0,0,2,2017
32799906,0.0,0.0,0.0,0.0,0,11,2017
32800572,0.0,0.0,0.0,0.0,0,10,2017
32802303,0.0,0.0,0.0,0.0,0,2,2017
32803792,0.0,0.0,0.0,0.0,0,4,2017
32807011,0.0,0.0,0.0,0.0,0,2,2017
32807208,0.0,0.0,0.0,0.0,0,7,2017
32812740,0.0,0.0,0.0,0.0,0,3,2017
32812937,0.0,0.0,0.0,0.0,0,4,2017
32818595,0.0,0.0,0.0,0.0,0,10,2017
32820743,0.0,0.0,0.0,0.0,0,5,2017
32822479,0.0,0.0,0.0,0.0,0,1,2017
32829953,0.0,0.0,0.0,0.0,0,1,2017
32834329,0.0,0.0,0.0,0.0,0,7,2017
32852084,0.0,0.0,0.0,0.0,0,3,2017
32854869,0.0,0.0,0.0,0.0,0,5,2017
32855067,0.0,0.0,0.0,0.0,0,1,2017
32856462,0.0,0.0,0.0,0.0,0,10,2017
32857728,0.0,0.0,0.0,0.0,0,5,2017
32876560,0.0,0.0,0.0,0.0,0,2,2017
32878172,0.0,0.0,0.0,0.0,0,4,2017
32882013,0.0,0.0,0.0,0.0,0,3,2017
32883958,0.0,0.0,0.0,0.0,0,1,2017
32884083,0.0,0.0,0.0,0.0,0,3,2017
32885713,0.0,0.0,0.0,0.0,0,5,2017
32887902,0.0,0.0,0.0,0.0,0,10,2017
32897878,0.0,0.0,0.0,0.0,0,8,2017
32900143,0.0,0.0,0.0,0.0,0,4,2017
32900402,0.0,0.0,0.0,0.0,0,5,2017
32909817,0.0,0.0,0.0,0.0,0,2,2017
32912702,0.0,0.0,0.0,0.0,0,8,2017
32928269,0.0,0.0,0.0,0.0,0,5,2017
32929370,0.0,0.0,0.0,0.0,0,1,2017
32938329,0.0,0.0,0.0,0.0,0,2,2017
32940617,0.0,0.0,0.0,0.0,0,8,2017
32950809,0.0,0.0,0.0,0.0,0,6,2017
32950868,0.0,0.0,0.0,0.0,0,1,2017
32953271,0.0,0.0,0.0,0.0,0,6,2017
32956718,0.0,0.0,0.0,0.0,0,1,2017
32958648,0.0,0.0,0.0,0.0,0,5,2017
32960200,0.0,0.0,0.0,0.0,0,2,2017
32961118,0.0,0.0,0.0,0.0,0,1,2017
32962920,0.0,0.0,0.0,0.0,0,1,2017
32966721,0.0,0.0,0.0,0.0,0,1,2017
32967930,0.0,0.0,0.0,0.0,0,10,2017
32974430,0.0,0.0,0.0,0.0,0,6,2017
32977243,0.0,0.0,0.0,0.0,0,5,2017
32979556,0.0,0.0,0.0,0.0,0,7,2017
32983529,0.0,0.0,0.0,0.0,0,2,2017
32983820,0.0,0.0,0.0,0.0,0,6,2017
32989187,0.0,0.0,0.0,0.0,0,5,2017
32992919,0.0,0.0,0.0,0.0,0,3,2017
32993060,0.0,0.0,0.0,0.0,0,2,2017
32996493,0.0,0.0,0.0,0.0,0,5,2017
32996892,0.0,0.0,0.0,0.0,0,5,2017
32996906,0.0,0.0,0.0,0.0,0,5,2017
32997767,0.0,0.0,0.0,0.0,0,3,2017
33000057,0.0,0.0,0.0,0.0,0,6,2017
33006012,0.0,0.0,0.0,0.0,0,5,2017
33009283,0.0,0.0,0.0,0.0,0,5,2017
33022654,0.0,0.0,0.0,0.0,0,3,2017
33024096,0.0,0.0,0.0,0.0,0,8,2017
33024711,0.0,0.0,0.0,0.0,0,3,2017
33025505,0.0,0.0,0.0,0.0,0,1,2017
33026099,0.0,0.0,0.0,0.0,0,2,2017
33032250,0.0,0.0,0.0,0.0,0,4,2017
33037767,0.0,0.0,0.0,0.0,0,5,2017
33038003,0.0,0.0,0.0,0.0,0,1,2017
33039972,0.0,0.0,0.0,0.0,0,6,2017
33040059,0.0,0.0,0.0,0.0,0,5,2017
33040393,0.0,0.0,0.0,0.0,0,1,2017
33041772,0.0,0.0,0.0,0.0,0,19,2017
33042647,0.0,0.0,0.0,0.0,0,5,2017
33050364,0.0,0.0,0.0,0.0,0,8,2017
33061498,0.0,0.0,0.0,0.0,0,1,2017
33061528,0.0,0.0,0.0,0.0,0,7,2017
33066694,0.0,0.0,0.0,0.0,0,12,2017
33069340,0.0,0.0,0.0,0.0,0,6,2017
33080271,0.0,0.0,0.0,0.0,0,1,2017
33084471,0.0,0.0,0.0,0.0,0,4,2017
33086628,0.0,0.0,0.0,0.0,0,5,2017
33091109,0.0,0.0,0.0,0.0,0,4,2017
33097956,0.0,0.0,0.0,0.0,0,2,2017
33098553,0.0,0.0,0.0,0.0,0,5,2017
33098928,0.0,0.0,0.0,0.0,0,5,2017
33103093,0.0,0.0,0.0,0.0,0,5,2017
33111797,0.0,0.0,0.0,0.0,0,5,2017
33114486,0.0,0.0,0.0,0.0,0,15,2017
33116454,0.0,0.0,0.0,0.0,0,3,2017
33117973,0.0,0.0,0.0,0.0,0,3,2017
33118228,0.0,0.0,0.0,0.0,0,1,2017
33118716,0.0,0.0,0.0,0.0,0,6,2017
33120907,0.0,0.0,0.0,0.0,0,7,2017
33121679,0.0,0.0,0.0,0.0,0,9,2017
33121962,0.0,0.0,0.0,0.0,0,1,2017
33123795,0.0,0.0,0.0,0.0,0,5,2017
33128843,0.0,0.0,0.0,0.0,0,1,2017
33128924,0.0,0.0,0.0,0.0,0,5,2017
33130929,0.0,0.0,0.0,0.0,0,6,2017
33131194,0.0,0.0,0.0,0.0,0,8,2017
33144113,0.0,0.0,0.0,0.0,0,6,2017
33164696,0.0,0.0,0.0,0.0,0,1,2017
33167814,0.0,0.0,0.0,0.0,0,1,2017
33167849,0.0,0.0,0.0,0.0,0,1,2017
33171285,0.0,0.0,0.0,0.0,0,2,2017
33172362,0.0,0.0,0.0,0.0,0,9,2017
33172737,0.0,0.0,0.0,0.0,0,1,2017
33174756,0.0,0.0,0.0,0.0,0,7,2017
33175922,0.0,0.0,0.0,0.0,0,4,2017
33184735,0.0,0.0,0.0,0.0,0,4,2017
33188668,0.0,0.0,0.0,0.0,0,5,2017
33190042,0.0,0.0,0.0,0.0,0,6,2017
33191073,0.0,0.0,0.0,0.0,0,14,2017
33204973,0.0,0.0,0.0,0.0,0,8,2017
33207166,0.0,0.0,0.0,0.0,0,1,2017
33210140,0.0,0.0,0.0,0.0,0,5,2017
33211678,0.0,0.0,0.0,0.0,0,3,2017
33217110,0.0,0.0,0.0,0.0,0,4,2017
33218028,0.0,0.0,0.0,0.0,0,1,2017
33219911,0.0,0.0,0.0,0.0,0,1,2017
33224869,0.0,0.0,0.0,0.0,0,13,2017
33225563,0.0,0.0,0.0,0.0,0,5,2017
33227159,0.0,0.0,0.0,0.0,0,7,2017
33232950,0.0,0.0,0.0,0.0,0,7,2017
33238177,0.0,0.0,0.0,0.0,0,9,2017
33247257,0.0,0.0,0.0,0.0,0,10,2017
33253478,0.0,0.0,0.0,0.0,0,3,2017
33258682,0.0,0.0,0.0,0.0,0,5,2017
33270178,0.0,0.0,0.0,0.0,0,9,2017
33271018,0.0,0.0,0.0,0.0,0,2,2017
33272979,0.0,0.0,0.0,0.0,0,7,2017
33276931,0.0,0.0,0.0,0.0,0,5,2017
33277857,0.0,0.0,0.0,0.0,0,1,2017
33277962,0.0,0.0,0.0,0.0,0,7,2017
33281595,0.0,0.0,0.0,0.0,0,2,2017
33281641,0.0,0.0,0.0,0.0,0,9,2017
33282265,0.0,0.0,0.0,0.0,0,4,2017
33283024,0.0,0.0,0.0,0.0,0,2,2017
33284837,0.0,0.0,0.0,0.0,0,15,2017
33285884,0.0,0.0,0.0,0.0,0,7,2017
33286708,0.0,0.0,0.0,0.0,0,16,2017
33286732,0.0,0.0,0.0,0.0,0,9,2017
33286864,0.0,0.0,0.0,0.0,0,1,2017
33287208,0.0,0.0,0.0,0.0,0,14,2017
33288271,0.0,0.0,0.0,0.0,0,7,2017
33288794,0.0,0.0,0.0,0.0,0,1,2017
33289316,0.0,0.0,0.0,0.0,0,3,2017
33289375,0.0,0.0,0.0,0.0,0,7,2017
33289731,0.0,0.0,0.0,0.0,0,1,2017
33290241,0.0,0.0,0.0,0.0,0,5,2017
33291221,0.0,0.0,0.0,0.0,0,6,2017
33292864,0.0,0.0,0.0,0.0,0,7,2017
33294360,0.0,0.0,0.0,0.0,0,8,2017
33298234,0.0,0.0,0.0,0.0,0,8,2017
33299680,0.0,0.0,0.0,0.0,0,7,2017
33303203,0.0,0.0,0.0,0.0,0,12,2017
33304366,0.0,0.0,0.0,0.0,0,1,2017
33304544,0.0,0.0,0.0,0.0,0,8,2017
33305303,0.0,0.0,0.0,0.0,0,6,2017
33305877,0.0,0.0,0.0,0.0,0,6,2017
33314949,0.0,0.0,0.0,0.0,0,1,2017
33315430,0.0,0.0,0.0,0.0,0,5,2017
33315910,0.0,0.0,0.0,0.0,0,11,2017
33319762,0.0,0.0,0.0,0.0,0,4,2017
33320086,0.0,0.0,0.0,0.0,0,1,2017
33320507,0.0,0.0,0.0,0.0,0,5,2017
33321988,0.0,0.0,0.0,0.0,0,4,2017
33322658,0.0,0.0,0.0,0.0,0,5,2017
33326041,0.0,0.0,0.0,0.0,0,6,2017
33326548,0.0,0.0,0.0,0.0,0,2,2017
33328818,0.0,0.0,0.0,0.0,0,11,2017
33329970,0.0,0.0,0.0,0.0,0,14,2017
33330022,0.0,0.0,0.0,0.0,0,1,2017
33331061,0.0,0.0,0.0,0.0,0,2,2017
33332211,0.0,0.0,0.0,0.0,0,5,2017
33335512,0.0,0.0,0.0,0.0,0,2,2017
33340788,0.0,0.0,0.0,0.0,0,9,2017
33343132,0.0,0.0,0.0,0.0,0,1,2017
33347138,0.0,0.0,0.0,0.0,0,1,2017
33348614,0.0,0.0,0.0,0.0,0,2,2017
33369662,0.0,0.0,0.0,0.0,0,5,2017
33373856,0.0,0.0,0.0,0.0,0,2,2017
33374380,0.0,0.0,0.0,0.0,0,8,2017
33375166,0.0,0.0,0.0,0.0,0,6,2017
33377630,0.0,0.0,0.0,0.0,0,2,2017
33377681,0.0,0.0,0.0,0.0,0,1,2017
33380453,0.0,0.0,0.0,0.0,0,2,2017
33381840,0.0,0.0,0.0,0.0,0,3,2017
33399596,0.0,0.0,0.0,0.0,0,1,2017
33400691,0.0,0.0,0.0,0.0,0,1,2017
33407475,0.0,0.0,0.0,0.0,0,1,2017
33407912,0.0,0.0,0.0,0.0,0,1,2017
33409753,0.0,0.0,0.0,0.0,0,1,2017
33411642,0.0,0.0,0.0,0.0,0,10,2017
33413629,0.0,0.0,0.0,0.0,0,5,2017
33413769,0.0,0.0,0.0,0.0,0,7,2017
33414889,0.0,0.0,0.0,0.0,0,1,2017
33416199,0.0,0.0,0.0,0.0,0,8,2017
33421486,0.0,0.0,0.0,0.0,0,6,2017
33423446,0.0,0.0,0.0,0.0,0,3,2017
33424248,0.0,0.0,0.0,0.0,0,1,2017
33428456,0.0,0.0,0.0,0.0,0,2,2017
33429487,0.0,0.0,0.0,0.0,0,1,2017
33430027,0.0,0.0,0.0,0.0,0,7,2017
33432267,0.0,0.0,0.0,0.0,0,2,2017
33434812,0.0,0.0,0.0,0.0,0,2,2017
33439148,0.0,0.0,0.0,0.0,0,3,2017
33439784,0.0,0.0,0.0,0.0,0,6,2017
33447752,0.0,0.0,0.0,0.0,0,2,2017
33449909,0.0,0.0,0.0,0.0,0,5,2017
33452462,0.0,0.0,0.0,0.0,0,4,2017
33454112,0.0,0.0,0.0,0.0,0,10,2017
33455798,0.0,0.0,0.0,0.0,0,5,2017
33504802,0.0,0.0,0.0,0.0,0,8,2017
33505450,0.0,0.0,0.0,0.0,0,5,2017
33506503,0.0,0.0,0.0,0.0,0,7,2017
33513135,0.0,0.0,0.0,0.0,0,11,2017
33514220,0.0,0.0,0.0,0.0,0,2,2017
33516789,0.0,0.0,0.0,0.0,0,5,2017
33517602,0.0,0.0,0.0,0.0,0,7,2017
33517750,0.0,0.0,0.0,0.0,0,6,2017
33521642,0.0,0.0,0.0,0.0,0,9,2017
33527675,0.0,0.0,0.0,0.0,0,5,2017
33528086,0.0,0.0,0.0,0.0,0,2,2017
33534574,0.0,0.0,0.0,0.0,0,15,2017
33536089,0.0,0.0,0.0,0.0,0,1,2017
33537298,0.0,0.0,0.0,0.0,0,5,2017
33540906,0.0,0.0,0.0,0.0,0,6,2017
33541058,0.0,0.0,0.0,0.0,0,10,2017
33541597,0.0,0.0,0.0,0.0,0,7,2017
33542275,0.0,0.0,0.0,0.0,0,9,2017
33543700,0.0,0.0,0.0,0.0,0,6,2017
33544014,0.0,0.0,0.0,0.0,0,10,2017
33544243,0.0,0.0,0.0,0.0,0,5,2017
33545347,0.0,0.0,0.0,0.0,0,1,2017
33545584,0.0,0.0,0.0,0.0,0,4,2017
33546327,0.0,0.0,0.0,0.0,0,1,2017
33547846,0.0,0.0,0.0,0.0,0,6,2017
33548192,0.0,0.0,0.0,0.0,0,3,2017
33551002,0.0,0.0,0.0,0.0,0,2,2017
33554648,0.0,0.0,0.0,0.0,0,2,2017
33555814,0.0,0.0,0.0,0.0,0,5,2017
33559771,0.0,0.0,0.0,0.0,0,5,2017
33560257,0.0,0.0,0.0,0.0,0,1,2017
33562500,0.0,0.0,0.0,0.0,0,3,2017
33564546,0.0,0.0,0.0,0.0,0,5,2017
33569475,0.0,0.0,0.0,0.0,0,1,2017
33571119,0.0,0.0,0.0,0.0,0,6,2017
33571305,0.0,0.0,0.0,0.0,0,6,2017
