CVR,CropCode,TotalMarkerArea,MarkerFieldCount
11364136,252,3.64,2
11364136,263,0.4,1
11364136,264,0.18,1
11364136,276,7.579999999999999,5
11364136,308,29.21,14
11364136,701,0.5,1
11364608,260,5.01,3
11364608,263,0.2,1
11364608,450,0.37,1
11364608,539,0.71,2
11364608,709,1.64,1
11365035,3,8.52,1
11365035,11,6.37,3
11365035,257,0.63,2
11365531,1,73.67999999999999,6
11365531,11,39.36,4
11365531,22,16.99,1
11365531,108,27.17,1
11365531,252,3.5700000000000003,2
11365531,263,5.04,2
11365531,276,0.36,1
11367542,1,10.58,3
11367542,11,9.61,3
11367542,101,7.16,1
11367542,580,0.36,1
11367577,1,21.41,7
11367577,252,0.42,1
11367577,260,20.759999999999998,8
11367577,276,0.13,1
11367577,280,5.3,1
11367577,286,0.07,2
11367690,251,2.05,2
11367690,252,2.07,1
11367690,255,7.1899999999999995,3
11367690,261,6.75,3
11368093,1,32.410000000000004,11
11368093,10,11.13,1
11368093,11,71.13000000000001,13
11368093,252,0.5,1
11368093,308,3.0300000000000002,3
11368093,327,0.7,1
11368093,345,1.23,2
11368794,1,3.5700000000000003,2
11368794,11,16.88,3
11368794,15,5.94,1
11368794,343,0.1,1
11368794,578,1.92,1
11368794,703,0.96,1
11371981,11,3.69,1
11371981,260,0.7,1
11371981,276,0.66,1
11372074,1,13.8,2
11372074,11,13.81,2
11372074,276,1.31,1
11372074,308,1.5,2
11372538,1,8.66,4
11372538,10,4.97,1
11372538,251,0.91,1
11372538,497,2.77,2
11372538,580,0.89,1
11373372,1,23.270000000000003,6
11373372,2,1.1099999999999999,2
11373372,10,4.4799999999999995,2
11373372,152,0.16,1
11373372,252,0.98,2
11373372,260,2.95,4
11373372,268,2.07,1
11373445,210,0.57,1
11373445,250,1.58,3
11373445,257,0.3,1
11373445,267,3.49,3
11374174,1,0.77,2
11374174,22,1.59,1
11376207,1,2.73,2
11376207,3,2.23,2
11376207,11,1.76,1
11377734,583,14.75,7
11381707,1,8.48,4
11381707,11,7.93,1
11381707,15,6.12,5
11381707,22,14.860000000000001,2
11381707,216,21.61,6
11381707,264,0.53,1
11381707,547,1.39,1
11383580,432,0.07,1
11383580,450,0.1,1
11384730,1,5.59,1
11384730,11,12.0,4
11384730,251,1.43,1
11384730,308,1.02,2
11385370,1,12.45,3
11385370,10,6.08,1
11385370,11,6.17,1
11385370,251,3.8,4
11385370,256,0.29,1
11385370,260,1.0,1
11385400,251,0.77,2
11385400,252,1.2,1
11385400,260,1.02,1
11386288,1,57.33,6
11386288,11,39.98,4
11386288,15,40.3,1
11386288,22,27.599999999999998,5
11386288,30,16.38,1
11386288,252,1.09,1
11386288,264,2.03,1
11386288,276,0.56,2
11386288,308,7.41,3
11386288,312,1.07,1
11386288,583,0.85,2
11386288,602,7.1,5
11386288,701,6.93,7
11387608,1,0.85,1
11387608,252,0.08,1
11387608,255,0.77,1
11387608,260,3.12,3
11388590,1,5.48,1
11388590,252,4.05,2
11388876,1,66.74000000000001,8
11388876,11,45.89,6
11388876,15,68.31,6
11388876,101,31.07,2
11388876,151,35.18,5
11388876,308,2.15,2
11389783,1,5.14,1
11390684,1,15.97,3
11390684,2,1.82,1
11390684,11,3.52,1
11390684,252,3.3999999999999995,2
11390684,308,0.8400000000000001,3
11390684,583,0.35,1
11391079,252,5.51,1
11392695,252,3.9,1
11392695,260,1.32,1
11392776,1,3.09,2
11392776,257,0.59,1
11392776,263,0.82,1
11393748,11,1.02,1
11393748,212,2.5300000000000002,4
11393748,250,1.3,1
11393748,252,0.97,2
11393748,260,3.17,4
11393748,264,13.2,9
11393748,578,2.5700000000000003,2
11393748,707,1.44,1
11393748,709,0.21,1
11394485,260,4.869999999999999,2
11394787,1,1.7,2
11394787,10,9.5,2
11394787,11,22.27,6
11394787,22,4.7,1
11394787,247,2.14,4
11394787,251,8.51,4
11394787,252,0.41,1
11394787,260,0.26,1
11394787,263,1.95,1
11394787,276,2.17,3
11394787,308,1.42,2
11394787,318,4.48,1
11394787,701,2.25,1
11396046,1,9.39,3
11396046,15,4.27,2
11396046,252,1.09,1
11397905,1,22.96,4
11397905,3,5.18,1
11397905,252,0.95,1
11397905,260,3.6500000000000004,2
11397905,703,2.67,1
11401503,1,6.949999999999999,2
11401503,14,5.49,2
11401503,250,6.1899999999999995,7
11401503,251,8.540000000000001,8
11401503,260,3.27,1
11402003,1,7.28,1
11402003,252,0.32,1
11402178,1,18.24,2
11402178,11,9.61,1
11402178,22,5.5,2
11402178,101,9.12,1
11402178,308,0.93,1
11402178,327,0.19,1
11402941,254,5.28,1
11403573,1,31.759999999999998,2
11403573,11,50.849999999999994,4
11403573,22,18.240000000000002,4
11404189,1,18.2,3
11404189,11,32.29,3
11404189,15,21.560000000000002,3
11404189,22,14.309999999999999,2
11404189,276,0.51,1
11404294,263,2.69,5
11404294,268,47.72,8
11404294,276,0.2,1
11405886,1,18.09,4
11405886,3,1.82,1
11405886,252,22.610000000000003,9
11405886,263,6.4399999999999995,3
11406033,252,0.3,1
11406033,578,2.59,1
11406084,1,14.649999999999999,4
11406084,2,23.35,7
11406084,101,14.6,3
11406084,252,1.22,2
11406505,11,9.829999999999998,5
11406505,252,4.25,2
11406637,11,8.33,3
11407986,1,3.3600000000000003,2
11407986,11,2.76,1
11407986,116,6.6,2
11408095,260,3.6,2
11408699,252,4.42,3
11408699,257,3.2199999999999998,2
11408699,268,1.9,1
11409393,1,11.29,2
11409393,5,0.38,1
11409393,11,14.35,6
11409393,22,6.19,1
11409393,264,0.14,1
11409393,276,0.65,1
11409393,308,0.23,1
11409709,1,5.89,2
11409709,2,3.45,1
11409709,251,3.61,1
11409709,263,0.73,1
11409709,578,2.1399999999999997,2
11409873,216,7.74,2
11410731,1,9.18,3
11410731,14,4.29,1
11410731,252,3.54,3
11410731,578,8.33,3
11411045,257,5.16,3
11411045,263,4.78,2
11411045,703,5.04,1
11412009,1,3.88,1
11412009,3,38.67,2
11412009,13,26.92,2
11412009,252,1.03,1
11412009,343,1.41,3
11412491,1,8.0,2
11412491,11,4.93,1
11412491,251,1.48,1
11412491,252,1.8399999999999999,2
11412491,308,2.9,1
11412572,1,1.9300000000000002,3
11412572,260,1.42,1
11414044,1,3.02,1
11414044,15,9.09,2
11414044,263,1.01,1
11414044,276,1.61,1
11414044,701,6.27,1
11414540,1,3.66,2
11415695,3,3.16,2
11415695,15,7.29,1
11415695,252,1.93,1
11415695,263,3.1799999999999997,2
11415695,583,5.539999999999999,5
11417132,1,3.4400000000000004,3
11417132,513,0.14,1
11418449,1,33.849999999999994,11
11418449,2,3.89,2
11418449,3,15.77,2
11418449,11,52.83,10
11418449,22,30.13,3
11418449,30,16.58,2
11418449,250,0.31,1
11418449,251,5.31,4
11418449,252,0.5800000000000001,2
11418449,276,0.68,1
11418449,308,3.09,1
11418791,1,9.27,3
11418791,10,8.53,1
11418791,308,0.23,1
11420184,1,54.27,10
11420184,11,22.27,6
11420184,22,23.84,4
11420184,101,11.91,1
11420184,252,3.8099999999999996,4
11420184,276,2.23,1
11420184,701,0.6900000000000001,2
11420737,1,51.36,4
11420737,5,1.43,3
11420737,11,32.779999999999994,7
11420737,160,14.26,2
11420737,250,0.76,1
11420737,252,0.94,1
11420737,261,0.94,1
11420737,308,0.13,1
11420737,528,0.76,1
11421474,252,5.88,3
11421474,260,2.11,1
11421474,907,0.03,1
11421709,251,2.63,2
11421709,276,0.24,1
11422403,267,6.19,1
11422403,268,3.49,1
11422403,271,0.64,1
11422594,1,14.53,1
11422594,11,28.28,4
11422594,22,8.26,1
11422594,276,1.24,1
11422594,308,4.73,1
11423299,1,21.049999999999997,4
11423299,10,7.09,1
11423299,11,23.25,8
11423299,22,10.27,1
11423299,252,1.28,3
11423299,308,0.37,1
11423892,255,18.8,5
11423892,593,1.16,2
11425100,1,30.860000000000003,5
11425100,10,22.36,2
11425100,11,25.06,4
11425100,252,1.46,1
11425100,276,1.29,2
11425100,325,1.52,2
11427200,252,10.55,8
11427200,254,2.86,1
11427200,260,4.21,3
11427200,318,4.57,1
11427200,450,0.1,1
11427200,580,1.18,1
11427200,587,2.49,3
11427200,907,1.82,1
11429203,1,9.11,1
11430082,1,18.62,3
11430082,13,30.089999999999996,2
11430082,255,0.3,1
11430082,268,0.33,1
11430082,308,2.4,4
11430783,1,31.15,3
11430783,10,15.03,1
11430783,11,11.79,1
11431496,1,30.24,8
11431496,11,43.199999999999996,6
11431496,151,6.46,1
11431496,251,7.67,1
11431496,252,2.81,1
11431496,254,4.76,1
11431496,268,0.88,1
11431496,276,0.41,1
11431496,583,0.66,1
11431631,252,1.8599999999999999,2
11431631,263,1.33,2
11431631,271,4.96,1
11431631,318,8.34,2
11432042,1,2.05,1
11432042,4,0.6000000000000001,2
11432042,11,5.01,1
11432042,15,6.66,2
11432042,263,7.630000000000001,4
11432042,271,0.26,1
11432042,308,1.3599999999999999,3
11432042,583,0.33,1
11432042,591,0.86,1
11432042,603,1.98,1
11432379,264,2.8000000000000003,3
11432379,276,2.2,2
11432883,252,2.8500000000000005,4
11433103,1,16.79,4
11433103,11,21.67,5
11433103,22,10.42,3
11433103,276,0.06,1
11433685,5,0.41,1
11433685,120,1.34,1
11433685,260,1.32,1
11433685,587,3.81,1
11433685,903,0.73,1
11435890,1,2.52,1
11435890,11,2.62,1
11435890,276,0.1,1
11436102,1,5.88,2
11436102,11,3.3,1
11436102,22,3.42,1
11436102,251,0.44,1
11440975,1,33.06,7
11440975,3,24.79,5
11440975,11,34.62,5
11440975,15,20.06,7
11440975,22,10.68,1
11440975,150,7.76,2
11440975,151,34.29,8
11440975,251,2.0700000000000003,2
11440975,252,4.64,4
11440975,260,1.51,1
11440975,276,11.08,7
11440975,308,8.72,6
11440975,327,0.39,3
11442331,11,3.8899999999999997,2
11442331,257,3.6,1
11442331,583,4.279999999999999,5
11443508,1,1.6,1
11443508,257,0.26,1
11443508,321,5.079999999999999,4
11445977,252,12.19,5
11445977,578,2.89,1
11446809,1,18.32,3
11446809,11,22.22,3
11446809,22,6.95,1
11446809,308,1.24,1
11446809,327,0.13,1
11447384,1,13.38,3
11447384,11,12.39,3
11447384,276,3.1100000000000003,3
11447678,1,11.120000000000001,2
11447678,3,2.37,1
11447678,11,4.79,1
11447678,22,7.75,4
11447678,257,0.19,1
11447678,324,0.09,1
11447678,325,0.16,2
11448097,1,8.739999999999998,5
11448097,260,4.369999999999999,3
11449433,1,22.980000000000004,4
11449433,3,9.41,2
11449433,11,42.980000000000004,7
11449433,339,3.5,1
11449778,247,5.14,2
11449778,264,6.25,5
11449778,318,0.3,1
11449778,580,0.54,1
11449808,1,14.120000000000001,5
11449808,10,7.109999999999999,3
11449808,11,5.18,2
11449808,266,0.74,1
11449808,268,2.49,1
11449808,276,2.6900000000000004,2
11449808,327,0.48000000000000004,2
11449832,15,2.76,1
11449832,252,0.19,1
11449832,703,0.82,1
11449883,216,4.7700000000000005,2
11449883,578,2.23,1
11449891,3,3.2,1
11449891,11,8.56,4
11450636,3,0.7,2
11450636,14,2.7099999999999995,7
11450938,250,3.23,1
11450938,251,3.06,3
11450938,254,7.84,4
11450938,263,3.02,1
11450938,276,4.08,3
11452353,3,39.22,13
11452353,7,10.91,5
11452353,31,10.580000000000002,5
11452353,252,2.88,3
11452353,254,5.22,2
11452353,255,1.51,1
11452353,260,3.55,1
11452353,534,1.79,1
11454097,252,3.64,3
11454097,268,4.46,4
11454933,14,5.83,2
11454933,260,2.74,1
11455484,1,12.04,3
11455484,11,9.120000000000001,2
11455484,15,5.5200000000000005,3
11455484,30,4.85,1
11455484,260,3.3600000000000003,3
11455484,338,0.37,1
11455832,1,10.03,4
11455832,252,1.05,1
11455832,260,3.28,2
11455832,268,2.58,1
11455832,308,2.94,1
11455832,310,3.18,1
11458270,1,10.09,4
11458270,260,7.15,3
11460674,1,76.23,16
11460674,15,7.73,2
11460674,210,4.46,2
11460674,216,11.82,2
11460674,263,9.459999999999999,5
11460674,578,5.91,3
11460674,583,2.9599999999999995,5
11460674,602,3.3000000000000003,4
11460674,603,5.58,1
11461077,1,32.18,11
11461077,11,1.33,1
11461077,14,3.07,2
11461077,252,5.74,2
11461077,260,3.02,2
11461077,308,4.46,2
11463509,210,1.29,1
11463509,252,6.959999999999999,3
11463770,252,5.290000000000001,5
11463908,210,8.61,1
11463908,252,0.34,1
11463908,266,0.07,1
11463908,271,1.06,4
11463908,280,0.62,1
11464343,1,9.45,3
11464343,3,3.61,2
11464343,250,4.0,3
11464343,252,0.72,2
11464343,260,1.03,1
11466478,252,13.55,9
11466478,263,1.72,2
11466478,264,0.54,1
11466478,580,5.319999999999999,4
11467695,252,2.5300000000000002,2
11467954,252,5.360000000000001,6
11468470,1,2.36,1
11468470,255,0.7,1
11468470,260,2.15,5
11468470,583,0.17,1
11468683,252,0.21,1
11468683,260,16.71,3
11471439,1,21.1,3
11471439,3,6.85,1
11471439,152,0.61,1
11471439,583,2.74,2
11471498,1,18.060000000000002,2
11471498,10,12.87,2
11471498,11,31.77,3
11471498,22,13.89,2
11471498,216,6.18,2
11471498,252,6.29,2
11471498,260,3.62,2
11471498,276,1.09,1
11471498,308,5.38,6
11472044,252,2.93,1
11472133,14,5.83,1
11472133,276,10.41,9
11472133,310,0.46,1
11472176,1,15.13,6
11472176,3,5.879999999999999,3
11472176,276,3.4299999999999997,3
11472273,264,0.04,1
11472273,310,3.19,2
11472273,324,0.32,1
11472273,338,0.31,1
11472273,593,1.17,3
11472796,271,0.88,1
11472796,310,7.13,1
11473008,1,7.11,3
11473008,11,4.35,3
11473008,22,3.34,2
11473008,252,0.4,1
11473008,260,3.31,2
11473288,1,111.53,23
11473288,10,5.06,1
11473288,11,11.43,3
11473288,15,8.13,2
11473288,22,8.04,1
11473288,30,6.9,2
11473288,216,2.24,1
11473288,252,5.29,4
11473970,1,16.1,3
11473970,22,5.88,2
11473970,255,5.16,1
11474675,11,9.85,1
11474845,1,9.24,2
11474845,252,10.620000000000001,3
11474845,260,3.17,1
11475973,252,8.12,1
11475973,254,5.86,2
11475973,260,0.98,1
11475973,271,0.59,2
11476392,1,111.59,16
11476392,11,287.35,31
11476392,22,89.32000000000001,8
11476392,250,19.08,16
11476392,276,2.16,3
11476392,334,0.41,3
11476392,339,11.45,12
11476392,583,2.31,2
11476473,1,7.75,2
11476473,10,14.36,3
11476473,11,21.220000000000002,5
11476473,22,5.8,1
11476473,250,3.17,2
11476740,1,39.77,11
11476740,10,23.89,6
11476740,15,16.34,5
11476740,101,32.06,5
11476740,263,2.31,1
11476740,276,4.51,6
11476740,308,2.7,6
11476805,1,13.63,5
11476805,2,2.3,1
11476805,15,3.83,1
11476805,252,4.84,5
11477674,3,9.07,2
11477674,260,0.44,1
11477690,230,4.49,2
11477690,252,1.51,1
11478786,1,98.24000000000001,18
11478786,11,57.900000000000006,7
11478786,22,26.490000000000002,6
11478786,101,22.01,5
11478786,152,0.99,1
11478786,264,0.56,1
11478786,276,0.69,1
11478786,308,6.63,4
11478786,578,3.48,1
11479979,252,3.17,1
11480306,210,2.35,1
11480306,252,0.95,1
11480306,254,5.279999999999999,4
11480306,263,5.28,4
11481841,1,9.259999999999998,3
11481841,11,8.48,2
11481973,210,4.79,1
11481973,267,12.21,5
11482899,264,3.9200000000000004,2
11483186,1,52.720000000000006,9
11483186,11,21.67,5
11483186,22,10.61,1
11483186,103,9.129999999999999,2
11483186,104,8.79,1
11483186,252,5.140000000000001,5
11483186,263,0.93,1
11483186,271,3.9899999999999998,4
11485979,15,7.81,1
11485979,252,3.81,3
11485979,263,2.6100000000000003,3
11486231,1,29.869999999999997,6
11486231,10,10.65,1
11486231,15,34.13,8
11486231,172,1.78,1
11486932,1,127.03999999999999,10
11486932,11,121.62,8
11486932,15,66.97999999999999,5
11486932,22,47.36,3
11486932,30,43.1,2
11486932,101,46.11,2
11486932,102,25.77,4
11486932,111,81.45,3
11486932,113,249.43,8
11486932,120,41.83,2
11486932,124,62.5,5
11486932,160,39.17,2
11486932,251,4.1899999999999995,4
11486932,276,1.33,2
11486932,308,10.77,12
11489486,1,20.46,4
11489486,11,25.57,5
11489486,22,8.6,1
11489486,30,8.35,2
11489486,103,6.92,1
11490131,230,1.33,1
11490131,252,5.55,2
11490131,263,9.520000000000001,7
11493408,1,14.989999999999998,4
11493408,15,7.65,2
11493408,252,6.430000000000001,8
11493408,260,3.52,2
11493408,580,4.7,1
11493602,210,1.6800000000000002,2
11493602,252,4.95,5
11493602,260,3.21,2
11493688,1,7.33,2
11493688,11,29.799999999999997,3
11493688,22,7.27,1
11493688,276,0.39,1
11493688,308,0.33,1
11494099,260,2.93,1
11494099,580,10.030000000000001,5
11494099,591,1.73,2
11494897,1,10.66,1
11494897,11,15.49,4
11494897,22,7.0,1
11494897,263,0.05,1
11494897,308,1.83,4
11495486,1,96.18999999999998,17
11495486,4,2.3200000000000003,3
11495486,11,72.31,9
11495486,22,35.12,3
11495486,101,60.120000000000005,7
11495486,151,55.720000000000006,6
11495486,216,1.33,1
11495486,252,5.21,4
11495486,276,3.9699999999999998,4
11495486,280,5.6,1
11495486,308,22.56,10
11495486,325,2.06,2
11495486,578,21.099999999999998,3
11495486,580,0.11,1
11496644,1,3.34,2
11496644,11,19.759999999999998,2
11496644,264,3.83,1
11498043,1,25.82,6
11498043,11,22.92,3
11498043,22,18.63,2
11498043,101,10.49,2
11498507,22,7.220000000000001,4
11498590,1,12.36,2
11498590,4,3.48,2
11498590,150,4.54,2
11498590,151,63.39999999999999,13
11498590,216,28.990000000000002,5
11498590,250,8.29,6
11498590,308,0.71,1
11498590,310,4.11,3
11498590,450,0.79,1
11502342,276,3.6399999999999997,2
11503373,1,16.13,3
11503373,3,19.4,3
11503373,14,32.17,4
11503373,247,27.36,9
11503373,276,0.2,1
11503373,308,1.59,2
11503446,1,1.75,1
11503446,252,1.6400000000000001,3
11503446,263,1.93,2
11503489,1,6.17,2
11503489,3,8.67,3
11503489,10,9.629999999999999,2
11504086,1,6.5600000000000005,3
11504086,3,2.53,1
11504086,10,2.41,1
11504086,11,2.4,2
11504086,251,4.38,4
11504086,252,9.24,5
11504086,260,6.1899999999999995,3
11504086,263,3.38,1
11504809,1,5.34,1
11504809,14,8.69,3
11505074,1,8.329999999999998,3
11505074,10,3.91,1
11505074,11,12.05,5
11505074,22,4.11,1
11505074,276,0.27,1
11505074,308,0.98,2
11505074,327,0.42000000000000004,2
11505988,1,11.66,3
11505988,3,10.129999999999999,3
11505988,11,31.549999999999997,4
11505988,252,0.75,1
11505988,276,3.2199999999999998,2
11505988,308,2.6100000000000003,3
11506283,251,0.27,1
11506283,252,3.55,3
11506283,260,7.6000000000000005,3
11506283,580,11.36,1
11506283,583,7.41,6
11506380,1,16.07,2
11506380,11,55.47,7
11506380,22,16.04,1
11506380,252,1.9400000000000002,2
11506380,325,0.53,1
11506380,327,0.73,2
11506380,328,0.21,1
11506682,1,39.13,2
11506682,10,26.689999999999998,2
11506682,11,88.05000000000001,9
11506682,22,24.23,1
11506682,101,20.89,1
11506682,276,0.65,1
11506682,308,4.59,4
11506682,310,7.55,4
11507638,1,5.88,2
11507638,11,17.05,2
11507638,308,0.57,1
11508030,1,9.42,2
11508030,3,5.04,1
11508030,252,1.28,1
11508030,260,0.51,1
11508073,1,1.92,1
11508073,3,9.61,2
11508073,10,15.010000000000002,2
11508073,11,30.68,4
11508073,101,18.490000000000002,5
11508073,276,2.12,2
11508073,308,2.9,3
11508235,1,36.86,3
11508235,11,73.66,6
11508235,14,17.1,1
11508235,22,34.31,2
11508235,101,18.64,1
11508235,216,68.33000000000001,8
11508235,250,1.36,1
11508235,260,52.45,5
11508235,583,6.15,5
11508847,267,2.31,2
11508847,276,4.84,2
11508847,578,3.13,4
11508928,1,45.22,14
11508928,3,5.88,3
11508928,151,21.89,8
11508928,152,4.94,1
11508928,251,0.46,1
11508928,252,2.9699999999999998,3
11508928,271,0.41000000000000003,2
11508928,276,0.64,1
11509878,1,64.06,9
11509878,3,31.11,7
11509878,7,11.31,2
11509878,11,36.86,4
11509878,22,6.75,1
11509878,30,29.45,1
11509878,172,3.89,2
11509878,252,8.05,10
11509878,260,15.430000000000003,10
11509878,270,38.39,7
11509878,907,5.390000000000001,8
11510078,252,16.06,5
11510078,260,4.18,2
11510590,250,3.5,2
11510590,578,3.76,1
11510876,1,3.34,1
11510876,11,8.530000000000001,2
11510876,276,1.46,1
11510876,580,1.44,4
11511031,1,5.37,3
11511031,11,11.98,7
11511031,152,1.53,1
11511031,276,0.44,1
11511031,400,0.13,1
11511031,408,0.45,1
11511031,424,0.26,1
11511031,513,1.1,2
11511031,524,0.08,1
11511643,1,25.25,6
11511643,10,7.29,1
11511643,11,9.2,2
11511643,260,4.84,1
11511643,268,0.83,1
11511643,327,0.76,1
11512135,1,53.05,5
11512135,3,4.61,3
11512135,11,13.200000000000001,3
11512135,276,1.27,1
11512232,252,2.7,2
11512283,1,20.909999999999997,6
11512283,3,2.3,1
11512283,11,11.870000000000001,3
11512291,1,17.439999999999998,5
11512291,3,7.83,1
11512291,11,7.71,1
11512291,14,13.2,3
11512291,327,0.11,1
11512674,1,5.47,2
11512674,11,15.29,1
11512674,216,82.03,17
11512674,252,27.89,17
11512674,260,27.25,3
11512674,263,0.94,1
11512674,280,2.66,1
11512674,308,6.010000000000001,4
11512674,701,2.26,1
11512674,707,15.55,1
11512690,1,11.850000000000001,3
11512690,10,4.15,1
11512690,11,11.97,3
11512690,264,0.24,1
11512690,308,4.029999999999999,2
11512801,247,0.83,1
11512801,250,0.26,1
11512801,254,1.8099999999999998,2
11512801,260,3.91,1
11512801,318,6.62,5
11512801,583,9.31,5
11514081,1,8.799999999999999,5
11514081,11,5.17,1
11514286,1,2.62,1
11514286,257,2.26,1
11514286,263,1.13,1
11514375,1,2.39,1
11514375,251,5.18,2
11514375,252,3.61,2
11514375,276,4.970000000000001,8
11515401,1,13.240000000000002,5
11515401,11,7.6000000000000005,2
11515401,252,5.0600000000000005,4
11522076,1,1.55,1
11522076,260,10.57,5
11523889,11,5.05,3
11523889,14,0.33,1
11523889,251,1.24,2
11524230,1,10.02,1
11524230,3,8.700000000000001,3
11524230,7,9.86,3
11524230,14,13.42,2
11524230,31,17.31,1
11524230,252,2.48,1
11524230,260,85.80999999999999,14
11524230,263,10.86,2
11524230,704,4.13,1
11524672,1,8.01,3
11524672,22,8.43,2
11524672,252,0.32,1
11524680,1,13.16,2
11524680,11,26.950000000000003,6
11524680,22,14.82,3
11524680,30,13.38,3
11524680,251,1.98,2
11525172,1,9.24,2
11525172,11,9.45,2
11525172,252,1.23,3
11525180,1,1.47,1
11525180,5,20.9,6
11525180,11,34.870000000000005,4
11525180,216,120.99000000000001,14
11525180,252,1.55,3
11525180,257,4.26,3
11525180,260,45.78,5
11525180,263,0.44,1
11525180,308,8.75,2
11525180,325,0.53,1
11525245,1,43.400000000000006,12
11525245,11,60.510000000000005,9
11525245,22,28.35,3
11525245,108,30.889999999999997,5
11525245,252,6.84,7
11525245,254,4.4,4
11525245,263,1.5,1
11525393,1,5.419999999999999,4
11525393,10,0.28,1
11525393,11,5.25,3
11525393,252,5.370000000000001,4
11525628,1,6.9399999999999995,3
11525628,3,1.63,1
11525628,216,0.28,1
11525628,252,2.17,3
11525628,263,17.5,8
11525628,271,0.33,1
11529844,254,12.08,2
11529844,276,0.05,1
11530699,1,19.79,5
11530699,3,7.0600000000000005,3
11530699,252,5.619999999999999,5
11530699,263,0.3,1
11530699,310,0.39,1
11530699,900,1.02,6
11535984,252,9.93,4
11535984,260,5.04,1
11535984,907,0.84,2
11536484,1,3.41,1
11536484,11,4.81,2
11540694,254,5.35,1
11540694,264,0.12,1
11540694,267,2.77,3
11540694,276,5.779999999999999,4
11540694,587,13.29,3
11541895,1,23.4,4
11541895,11,15.8,2
11541895,22,9.64,1
11541895,276,1.01,1
11541895,308,0.14,1
11542093,1,9.24,2
11542093,11,11.37,1
11542093,308,0.04,1
11542107,252,18.8,8
11542107,264,1.63,2
11542786,1,11.969999999999999,2
11542786,11,11.870000000000001,2
11542786,22,4.79,1
11542786,112,6.06,1
11542891,1,53.61,5
11542891,11,61.35000000000001,4
11542891,22,16.47,1
11542891,160,42.81,1
11542891,276,0.13,1
11542891,308,7.4,4
11543103,11,4.18,2
11543189,1,5.86,1
11543189,11,12.670000000000002,3
11543189,160,10.45,2
11543189,276,0.56,2
11543189,308,0.27,1
11543189,327,0.8400000000000001,6
11543642,1,28.119999999999997,7
11543642,5,0.46,1
11543642,11,28.42,4
11543642,22,17.63,3
11543642,250,9.34,4
11543642,263,8.07,4
11543642,271,1.98,1
11544045,3,27.83,4
11544045,11,10.219999999999999,2
11544045,252,8.37,9
11544045,254,2.11,1
11544045,260,83.11000000000001,20
11544045,701,22.97,3
11544045,709,12.34,3
11544045,907,0.86,2
11544177,1,4.0,1
11544177,6,30.99,4
11544177,11,52.97,6
11544177,13,12.15,1
11544177,15,31.09,8
11544177,22,76.37,9
11544177,31,28.99,1
11544177,101,26.42,4
11544177,108,22.53,1
11544177,257,0.52,1
11544177,308,7.91,5
11544177,327,0.66,1
11544177,334,0.79,2
11546439,3,8.52,2
11547036,252,0.82,1
11547036,501,0.2,1
11547036,523,0.54,1
11547036,528,1.77,1
11547036,529,1.3299999999999998,3
11547095,10,5.59,1
11547095,11,2.65,1
11547346,1,9.57,5
11547346,11,10.67,1
11547346,276,1.27,2
11547486,1,6.28,1
11547486,252,3.42,2
11547486,257,4.63,3
11547486,263,2.55,3
11548733,247,1.37,1
11548733,252,38.269999999999996,23
11548733,254,5.07,2
11548792,252,3.28,3
11548970,1,27.659999999999997,7
11548970,10,9.04,2
11548970,11,65.07000000000001,12
11548970,22,11.2,2
11548970,252,1.8500000000000003,3
11548970,260,3.8800000000000003,2
11548970,276,0.44,1
11548970,308,1.96,3
11548970,327,0.37,1
11550096,1,15.49,3
11550096,101,17.69,1
11550096,210,0.47000000000000003,2
11550096,252,1.8199999999999998,2
11550096,308,1.83,1
11550096,583,0.35,1
11550339,1,30.240000000000002,2
11550339,3,3.08,3
11550339,11,27.13,3
11550606,1,48.79,8
11550606,11,41.63,5
11550606,108,16.86,1
11550606,257,0.37,1
11550606,308,0.73,2
11550606,310,0.26,4
11550673,1,18.46,6
11550673,11,8.68,1
11550673,15,7.07,1
11550673,252,0.17,1
11550673,308,2.79,2
11550789,1,14.4,4
11550789,10,4.29,1
11550789,11,15.91,1
11550789,251,1.39,1
11550789,252,7.07,7
11550789,263,2.0199999999999996,3
11550789,276,0.52,1
11550789,327,1.19,3
11550789,336,0.19,1
11550975,267,1.08,2
11550975,276,2.4299999999999997,6
11550975,581,27.52,16
11550975,583,5.109999999999999,8
11552005,252,8.92,8
11552005,263,1.0,2
11552005,271,0.65,4
11552080,1,320.4800000000001,21
11552080,6,50.519999999999996,4
11552080,13,114.41999999999999,8
11552080,22,40.46,3
11552080,276,5.08,3
11552080,308,17.43,10
11552080,310,19.55,6
11552943,252,1.06,6
11552943,260,4.15,1
11552943,276,0.18,1
11552943,522,0.09,1
11552943,528,10.43,13
11552943,529,1.7400000000000002,4
11553176,1,16.39,2
11553176,11,32.94,5
11553176,252,6.640000000000001,2
11553176,308,2.8499999999999996,3
11554180,252,3.1799999999999997,3
11554180,268,0.54,1
11554431,250,0.33,1
11554431,251,1.51,3
11554431,252,4.6,1
11554431,263,5.89,3
11554431,578,4.27,1
11554989,1,19.509999999999998,6
11554989,2,14.969999999999999,2
11554989,15,19.37,6
11554989,250,5.44,3
11554989,251,4.93,2
11554989,252,7.8,8
11554989,260,4.09,3
11554989,263,7.88,7
11554989,264,0.88,1
11554989,276,0.92,2
11554989,311,3.8,1
11554989,339,4.43,3
11554989,701,10.729999999999999,4
