OriginalPesticideRowID,companyname,companyregistrationnumber,streetname,streetbuildingidentifier,flooridentifier,postcodeidentifier,city,acreagesize,acreageunit,name,code,pesticidename,pesticideregistrationnumber,dosagequantity,dosageunit,nopesticides
38977,,13572836,Næstvedvej,12,nan,4720,Præstø,,,nan,,,nan,,,1
39000,,13575487,Rønnevej,12,nan,6760,Ribe,,,nan,,,nan,,,1
39326,,13600902,Reedtzholmvej,169,nan,4736,Karrebæksminde,,,nan,,,nan,,,1
39379,,13614938,Tysklandsvej,16,nan,7323,Give,13.13,2,Juletræer og pyntegrønt,583,,18-514,3.151,4,0
39380,,13614938,Tysklandsvej,16,nan,7323,Give,13.13,2,Juletræer og pyntegrønt,583,,18-669,26.26,4,0
39609,,13672334,Frisenvoldvej,8,nan,8940,Randers SV,9.51,2,Juletræer og pyntegrønt,583,,242-14,38.04,2,0
39610,,13672334,Frisenvoldvej,8,nan,8940,Randers SV,13.21,2,Juletræer og pyntegrønt,583,,48-48,24.98,4,0
39611,,13672334,Frisenvoldvej,8,nan,8940,Randers SV,2.3,2,Juletræer og pyntegrønt,583,,396-46,4.6,4,0
39612,,13672334,Frisenvoldvej,8,nan,8940,Randers SV,7.21,2,Juletræer og pyntegrønt,583,,1-252,2.884,2,0
39613,,13672334,Frisenvoldvej,8,nan,8940,Randers SV,9.51,2,Juletræer og pyntegrønt,583,,561-3,2.3775,2,0
39614,,13672334,Frisenvoldvej,8,nan,8940,Randers SV,12.51,2,Juletræer og pyntegrønt,583,,347-5,19.616,4,0
39797,,13689989,Vonge Skovvej,25,nan,7173,Vonge,,,nan,,,nan,,,1
39830,,13698007,Vestermarksvej,43,nan,6760,Ribe,19.54,2,Vårbyg,1,,396-53,43.83,4,0
39831,,13698007,Vestermarksvej,43,nan,6760,Ribe,13.92,2,Vinterhvede,11,,1-211,19.488,4,0
39832,,13698007,Vestermarksvej,43,nan,6760,Ribe,13.92,2,Vinterhvede,11,,18-416,0.974,4,0
39952,,13703302,Vestermarksvej,11,nan,9000,Aalborg,,,nan,,,nan,,,1
40591,,13748993,Visborgvej,56,nan,9560,Hadsund,6.13,2,Juletræer og pyntegrønt,583,,347-12,2.332,4,0
40592,,13748993,Visborgvej,56,nan,9560,Hadsund,6.13,2,Juletræer og pyntegrønt,583,,396-82,0.622,4,0
40593,,13748993,Visborgvej,56,nan,9560,Hadsund,6.13,2,Juletræer og pyntegrønt,583,,48-47,4.665,2,0
40706,,13755442,Gl. Sundsvej,15,nan,7451,Sunds,3.36,2,"Planteskolekulturer, vedplanter, til videresalg",497,,19-159,0.07,4,0
40707,,13755442,Gl. Sundsvej,15,nan,7451,Sunds,3.36,2,"Planteskolekulturer, vedplanter, til videresalg",497,,347-5,0.75,4,0
40708,,13755442,Gl. Sundsvej,15,nan,7451,Sunds,3.36,2,"Planteskolekulturer, vedplanter, til videresalg",497,,1-172,1.0,4,0
40709,,13755442,Gl. Sundsvej,15,nan,7451,Sunds,3.36,2,"Planteskolekulturer, vedplanter, til videresalg",497,,19-151,0.75,4,0
40710,,13755442,Gl. Sundsvej,15,nan,7451,Sunds,3.36,2,"Planteskolekulturer, vedplanter, til videresalg",497,,1-252,0.05,2,0
40711,,13755442,Gl. Sundsvej,15,nan,7451,Sunds,3.36,2,"Planteskolekulturer, vedplanter, til videresalg",497,,357-15,0.75,4,0
40712,,13755442,Gl. Sundsvej,15,nan,7451,Sunds,3.36,2,"Planteskolekulturer, vedplanter, til videresalg",497,,1-229,0.05,4,0
40759,,13760349,Vinumvej,37,nan,6780,Skærbæk,,,nan,,,nan,,,1
40792,,13761531,Korsholmvej,88,nan,9690,Fjerritslev,1.8,2,"Planteskolekulturer, vedplanter, til videresalg",497,,18-484,0.15,2,0
40793,,13761531,Korsholmvej,88,nan,9690,Fjerritslev,3.6,2,"Planteskolekulturer, vedplanter, til videresalg",497,,1-252,1.24,2,0
40794,,13761531,Korsholmvej,88,nan,9690,Fjerritslev,0.1,2,"Planteskolekulturer, vedplanter, til videresalg",497,,48-16,0.5,4,0
40795,,13761531,Korsholmvej,88,nan,9690,Fjerritslev,0.2,2,"Planteskolekulturer, vedplanter, til videresalg",497,,347-5,0.2,4,0
40796,,13761531,Korsholmvej,88,nan,9690,Fjerritslev,0.07,2,"Planteskolekulturer, vedplanter, til videresalg",497,,18-544,0.2,4,0
40797,,13761531,Korsholmvej,88,nan,9690,Fjerritslev,1.8,2,"Planteskolekulturer, vedplanter, til videresalg",497,,18-549,1.2,4,0
40823,,13763283,Assensvej,4,nan,9550,Mariager,14.58,2,Juletræer og pyntegrønt,583,,347-5,1.625,4,0
40824,,13763283,Assensvej,4,nan,9550,Mariager,14.58,2,Juletræer og pyntegrønt,583,,561-3,1.458,2,0
40825,,13763283,Assensvej,4,nan,9550,Mariager,14.58,2,Juletræer og pyntegrønt,583,,396-82,0.984,4,0
40826,,13763283,Assensvej,4,nan,9550,Mariager,14.58,2,Juletræer og pyntegrønt,583,,347-7,1.675,4,0
40827,,13763283,Assensvej,4,nan,9550,Mariager,14.58,2,Juletræer og pyntegrønt,583,,396-53,40.945,4,0
40878,,13769281,Søvigbækvej,11,nan,6800,Varde,,,nan,,,nan,,,1
40959,,13774994,Bastrupvej,33,nan,4400,Kalundborg,,,nan,,,nan,,,1
41030,,13780374,Stestrupvej,184,nan,4360,Kirke Eskilstrup,,,nan,,,nan,,,1
41131,,13786046,Frømajvej,6,nan,6630,Rødding,6.0,2,Juletræer og pyntegrønt,583,,396-53,12.0,4,0
41132,,13786046,Frømajvej,6,nan,6630,Rødding,6.0,2,Juletræer og pyntegrønt,583,,347-7,11.0,4,0
41177,,13792437,Søndermarksvej,2,nan,8970,Havndal,,,nan,,,nan,,,1
41323,,13803935,Nørhedevej,32,nan,6880,Tarm,,,nan,,,nan,,,1
41550,,13816794,Nibevej,550,nan,9240,Nibe,10.55,2,"Efterafgrøder, pligtige, husdyr, målrettede",968,,357-15,31.65,4,0
41815,,13847495,Bøgebjergvej,45,nan,5600,Faaborg,3.0,2,Skovdrift med fjernelse af ved,581,,18-682,5.0,4,0
41816,,13847495,Bøgebjergvej,45,nan,5600,Faaborg,6.5,2,Juletræer og pyntegrønt,583,,18-682,15.0,4,0
43169,,14002332,Stamplundvej,8,nan,6230,Rødekro,,,nan,,,nan,,,1
43367,,14018808,Agertoften,56,nan,5871,Frørup,,,nan,,,nan,,,1
43499,,14022635,Skævevej,25B,nan,9352,Dybvad,,,nan,,,nan,,,1
43533,,14022872,Grønnegade,5E,nan,6600,Vejen,16.8,2,Juletræer og pyntegrønt,583,,570-8,1.5,4,0
43534,,14022872,Grønnegade,5E,nan,6600,Vejen,6.0,2,Juletræer og pyntegrønt,583,,1067-3,0.15,4,0
43535,,14022872,Grønnegade,5E,nan,6600,Vejen,8.3,2,Juletræer og pyntegrønt,583,,1-163,0.4,4,0
43536,,14022872,Grønnegade,5E,nan,6600,Vejen,6.0,2,Juletræer og pyntegrønt,583,,526-21,0.05,4,0
43537,,14022872,Grønnegade,5E,nan,6600,Vejen,8.3,2,Juletræer og pyntegrønt,583,,242-14,3.0,2,0
43538,,14022872,Grønnegade,5E,nan,6600,Vejen,16.8,2,Juletræer og pyntegrønt,583,,347-7,0.4,4,0
43946,,14074147,Skovballevej,148,nan,5700,Svendborg,,,nan,,,nan,,,1
44976,,14183272,Næstved Landevej,103,nan,4230,Skælskør,,,nan,,,nan,,,1
45061,,14188096,Skovmøllevej,3,nan,8370,Hadsten,,,nan,,,nan,,,1
45698,,14229973,Melstedvej,30,nan,3760,Gudhjem,,,nan,,,nan,,,1
46050,,14265740,Engholmsvej,10,nan,8620,Kjellerup,71.25,2,Juletræer og pyntegrønt,583,,347-12,29.88,4,0
46051,,14265740,Engholmsvej,10,nan,8620,Kjellerup,71.25,2,Juletræer og pyntegrønt,583,,396-82,12.004,4,0
46052,,14265740,Engholmsvej,10,nan,8620,Kjellerup,71.25,2,Juletræer og pyntegrønt,583,,396-53,119.52,4,0
46128,,14273972,Skravevej,1,nan,6630,Rødding,,,nan,,,nan,,,1
46305,,14288198,Helstrupvej,37,nan,7400,Herning,139.95,2,Vinterhvede,11,,1-211,139.95,4,0
46306,,14288198,Helstrupvej,37,nan,7400,Herning,57.83,2,Vinterhybridrug,15,,1-211,31.86,4,0
46307,,14288198,Helstrupvej,37,nan,7400,Herning,139.95,2,Vinterhvede,11,,18-631,48.982,4,0
46308,,14288198,Helstrupvej,37,nan,7400,Herning,57.83,2,Vinterhybridrug,15,,18-416,3.186,4,0
46366,,14293809,Alleen,12,nan,5450,Otterup,14.38,2,Juletræer og pyntegrønt,583,,347-5,11.0,4,0
46367,,14293809,Alleen,12,nan,5450,Otterup,14.6,2,Anden skovdrift,580,,18-669,25.7969,4,0
46368,,14293809,Alleen,12,nan,5450,Otterup,14.6,2,Anden skovdrift,580,,48-16,13.8443,4,0
46369,,14293809,Alleen,12,nan,5450,Otterup,14.38,2,Juletræer og pyntegrønt,583,,18-669,22.7031,4,0
46370,,14293809,Alleen,12,nan,5450,Otterup,14.38,2,Juletræer og pyntegrønt,583,,48-16,13.6357,4,0
46581,,14303901,Hammer Bakke,6,nan,4050,Skibby,,,nan,,,nan,,,1
47145,,14345175,Skibdalvej,49,nan,8830,Tjele,,,nan,,,nan,,,1
47226,,14351949,Troldhedevej,5,nan,6920,Videbæk,,,nan,,,nan,,,1
47249,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,677-3,3.0,2,0
47250,,14354174,Skovgyden,10,nan,5450,Otterup,2.06,2,Lukket system,499,,1-164,0.25,4,0
47251,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,526-3,0.15,4,0
47252,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,18-407,0.525,2,0
47253,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,561-3,0.2,2,0
47254,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,1-227,0.12,2,0
47255,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,1-195,0.075,4,0
47256,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,19-151,1.63,2,0
47257,,14354174,Skovgyden,10,nan,5450,Otterup,2.06,2,Lukket system,499,,49-94,0.6,4,0
47258,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,364-67,4.9,4,0
47259,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,526-13,0.5,2,0
47260,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,526-14,7.0,4,0
47261,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,19-207,0.3,4,0
47262,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,880-4,0.2,2,0
47263,,14354174,Skovgyden,10,nan,5450,Otterup,2.38,2,Potteplanter,545,,18-544,2.4,4,0
47264,,14354174,Skovgyden,10,nan,5450,Otterup,2.06,2,Lukket system,499,,1-260,0.05,2,0
47510,,14372733,Randersvej,90A,nan,8800,Viborg,0.03,2,En- og to-årige planter,503,,1-195,0.012,4,0
47832,,14391746,Bjerningrødvej,17,nan,6100,Haderslev,4.0,2,Bæredygtig skovdrift,589,,756-2,8.0,4,0
47969,,14404708,Kustrupvej,42,nan,5500,Middelfart,,,nan,,,nan,,,1
48526,,14456643,Vongevej,76,nan,7300,Jelling,19.23,2,Juletræer og pyntegrønt,583,,756-2,29.904,4,0
48527,,14456643,Vongevej,76,nan,7300,Jelling,19.23,2,Juletræer og pyntegrønt,583,,1-252,7.476,2,0
48528,,14456643,Vongevej,76,nan,7300,Jelling,19.23,2,Juletræer og pyntegrønt,583,,526-21,1.838,4,0
48529,,14456643,Vongevej,76,nan,7300,Jelling,19.23,2,Juletræer og pyntegrønt,583,,347-7,18.69,4,0
49271,,14520082,Kragsnapvej,24,nan,7400,Herning,,,nan,,,nan,,,1
49375,,14527184,Løvskal Landevej,72,nan,8850,Bjerringbro,49.26,2,Juletræer og pyntegrønt,583,,347-38,1.379,4,0
49376,,14527184,Løvskal Landevej,72,nan,8850,Bjerringbro,49.26,2,Juletræer og pyntegrønt,583,,1-252,5.903,2,0
49377,,14527184,Løvskal Landevej,72,nan,8850,Bjerringbro,49.26,2,Juletræer og pyntegrønt,583,,48-16,79.155,4,0
49378,,14527184,Løvskal Landevej,72,nan,8850,Bjerringbro,49.26,2,Juletræer og pyntegrønt,583,,396-26,3.816,4,0
49379,,14527184,Løvskal Landevej,72,nan,8850,Bjerringbro,49.26,2,Juletræer og pyntegrønt,583,,347-5,9.79,4,0
49380,,14527184,Løvskal Landevej,72,nan,8850,Bjerringbro,49.26,2,Juletræer og pyntegrønt,583,,347-35,0.276,2,0
49411,,14528873,Hoptrup Kirkeby,64,nan,6100,Haderslev,22.26,2,Juletræer og pyntegrønt,583,,347-5,2.093,4,0
49412,,14528873,Hoptrup Kirkeby,64,nan,6100,Haderslev,22.26,2,Juletræer og pyntegrønt,583,,18-669,13.508,4,0
49413,,14528873,Hoptrup Kirkeby,64,nan,6100,Haderslev,22.26,2,Juletræer og pyntegrønt,583,,48-16,9.999,4,0
49414,,14528873,Hoptrup Kirkeby,64,nan,6100,Haderslev,22.26,2,Juletræer og pyntegrønt,583,,396-82,1.5,4,0
49415,,14528873,Hoptrup Kirkeby,64,nan,6100,Haderslev,22.26,2,Juletræer og pyntegrønt,583,,1067-3,0.99,4,0
49756,,14577734,Odensevej,125,nan,5492,Vissenbjerg,18.0,2,Juletræer og pyntegrønt,583,,48-16,40.0,4,0
49757,,14577734,Odensevej,125,nan,5492,Vissenbjerg,18.0,2,Juletræer og pyntegrønt,583,,1-252,2.0,4,0
49758,,14577734,Odensevej,125,nan,5492,Vissenbjerg,18.0,2,Juletræer og pyntegrønt,583,,347-7,4.1,4,0
49759,,14577734,Odensevej,125,nan,5492,Vissenbjerg,18.0,2,Juletræer og pyntegrønt,583,,561-3,1.5,4,0
49760,,14577734,Odensevej,125,nan,5492,Vissenbjerg,18.0,2,Juletræer og pyntegrønt,583,,364-12,60.2,4,0
49761,,14577734,Odensevej,125,nan,5492,Vissenbjerg,18.0,2,Juletræer og pyntegrønt,583,,1067-3,1.0,4,0
49882,,14597840,Bilsbækvej,79,nan,8300,Odder,30.0,2,Juletræer og pyntegrønt,583,,48-16,98.0,4,0
49883,,14597840,Bilsbækvej,79,nan,8300,Odder,30.0,2,Juletræer og pyntegrønt,583,,347-7,10.0,4,0
49884,,14597840,Bilsbækvej,79,nan,8300,Odder,20.0,2,Juletræer og pyntegrønt,583,,526-21,2.0,4,0
49885,,14597840,Bilsbækvej,79,nan,8300,Odder,30.0,2,Juletræer og pyntegrønt,583,,396-82,4.1,4,0
49886,,14597840,Bilsbækvej,79,nan,8300,Odder,30.0,2,Juletræer og pyntegrønt,583,,18-514,5.2,4,0
50040,,14635912,Englerupvej,47,nan,4100,Ringsted,,,nan,,,nan,,,1
50213,,14659277,Anlægsvej,44,nan,9541,Suldrup,3.66,2,Juletræer og pyntegrønt,583,,48-43,4.5,4,0
50373,,14667393,Kr Koldsvej,11,nan,7950,Erslev,57.05,2,Vårbyg,1,,19-184,11.39,4,0
50374,,14667393,Kr Koldsvej,11,nan,7950,Erslev,12.83,2,Vinterbyg,10,,18-416,0.77,4,0
50375,,14667393,Kr Koldsvej,11,nan,7950,Erslev,9.41,2,Vinterraps,22,,396-77,1.882,2,0
50376,,14667393,Kr Koldsvej,11,nan,7950,Erslev,57.05,2,Vårbyg,1,,396-77,8.542,2,0
50377,,14667393,Kr Koldsvej,11,nan,7950,Erslev,12.83,2,Vinterbyg,10,,18-597,4.49,4,0
50378,,14667393,Kr Koldsvej,11,nan,7950,Erslev,12.83,2,Vinterbyg,10,,19-184,2.566,4,0
50379,,14667393,Kr Koldsvej,11,nan,7950,Erslev,12.83,2,Vinterbyg,10,,1-211,16.038,4,0
50380,,14667393,Kr Koldsvej,11,nan,7950,Erslev,5.89,2,Vinterhvede,11,,18-597,1.767,4,0
50381,,14667393,Kr Koldsvej,11,nan,7950,Erslev,57.05,2,Vårbyg,1,,18-597,14.238,4,0
50382,,14667393,Kr Koldsvej,11,nan,7950,Erslev,57.05,2,Vårbyg,1,,48-43,34.268,4,0
50383,,14667393,Kr Koldsvej,11,nan,7950,Erslev,9.41,2,Vinterraps,22,,396-12,5.646,4,0
50384,,14667393,Kr Koldsvej,11,nan,7950,Erslev,5.89,2,Vinterhvede,11,,18-416,0.412,4,0
50385,,14667393,Kr Koldsvej,11,nan,7950,Erslev,57.05,2,Vårbyg,1,,64-70,25.628,4,0
50386,,14667393,Kr Koldsvej,11,nan,7950,Erslev,5.89,2,Vinterhvede,11,,347-57,1.472,4,0
50387,,14667393,Kr Koldsvej,11,nan,7950,Erslev,9.41,2,Vinterraps,22,,64-91,4.705,4,0
50388,,14667393,Kr Koldsvej,11,nan,7950,Erslev,5.89,2,Vinterhvede,11,,19-240,3.24,4,0
50389,,14667393,Kr Koldsvej,11,nan,7950,Erslev,12.83,2,Vinterbyg,10,,11-70,0.09,2,0
50390,,14667393,Kr Koldsvej,11,nan,7950,Erslev,5.89,2,Vinterhvede,11,,1-211,5.89,4,0
50391,,14667393,Kr Koldsvej,11,nan,7950,Erslev,57.05,2,Vårbyg,1,,11-70,0.285,2,0
50392,,14667393,Kr Koldsvej,11,nan,7950,Erslev,12.83,2,Vinterbyg,10,,64-70,5.132,4,0
50755,,14720537,Debelvej,181,nan,6855,Outrup,,,nan,,,nan,,,1
51046,,14750290,Farremosen,4,nan,3450,Allerød,,,nan,,,nan,,,1
51179,,14757945,Viborg Hovedvej,114,nan,7160,Tørring,0.875,2,Øvrige afgrøder,900,,48-16,5.25,4,0
51541,,14816208,Foldingbrovej,34,nan,6230,Rødekro,11.05,2,Juletræer og pyntegrønt,583,,1-252,8.5,2,0
51542,,14816208,Foldingbrovej,34,nan,6230,Rødekro,11.05,2,Juletræer og pyntegrønt,583,,526-21,0.9,4,0
51543,,14816208,Foldingbrovej,34,nan,6230,Rødekro,11.05,2,Juletræer og pyntegrønt,583,,396-53,19.4,4,0
51971,,14842209,Vængegyden,23,nan,5600,Faaborg,20.93,2,Juletræer og pyntegrønt,583,,396-26,4.8139,4,0
51972,,14842209,Vængegyden,23,nan,5600,Faaborg,20.93,2,Juletræer og pyntegrønt,583,,48-16,29.302,4,0
51973,,14842209,Vængegyden,23,nan,5600,Faaborg,20.93,2,Juletræer og pyntegrønt,583,,396-82,3.9767,4,0
52217,,14885544,Stakhaven,2,nan,3630,Jægerspris,0.45,2,Øvrige afgrøder,900,,48-16,2.7,4,0
52218,,14885544,Stakhaven,2,nan,3630,Jægerspris,0.45,2,Øvrige afgrøder,900,,396-26,0.135,4,0
52543,,14925937,Rønbækvej,23A,nan,8382,Hinnerup,13.13,2,Potteplanter,545,,544-5,26.25,4,0
52664,,14943994,Rudmevej,27,nan,5750,Ringe,2.3,2,Øvrige afgrøder,900,,48-16,9.3,4,0
52665,,14943994,Rudmevej,27,nan,5750,Ringe,0.056,2,"Planteskolekulturer, stauder",547,,18-407,0.204,2,0
52666,,14943994,Rudmevej,27,nan,5750,Ringe,4.7,2,"Planteskolekulturer, stauder",547,,364-59,5.5,2,0
52667,,14943994,Rudmevej,27,nan,5750,Ringe,0.11,2,"Planteskolekulturer, stauder",547,,18-343,0.11,2,0
52668,,14943994,Rudmevej,27,nan,5750,Ringe,0.84,2,Øvrige afgrøder,900,,756-7,2.94,4,0
52669,,14946004,Orenæs Skovvej,16,nan,4840,Nørre Alslev,,,nan,,,nan,,,1
52776,,14951849,Lundergaardsvej,8,nan,9490,Pandrup,,,nan,,,nan,,,1
52777,,14953302,Kistrupvej,11,nan,8830,Tjele,16.52,2,Juletræer og pyntegrønt,583,,1-252,6.61,2,0
52778,,14953302,Kistrupvej,11,nan,8830,Tjele,7.66,2,Juletræer og pyntegrønt,583,,396-26,4.59,4,0
52779,,14953302,Kistrupvej,11,nan,8830,Tjele,16.52,2,Juletræer og pyntegrønt,583,,242-14,66.08,2,0
52780,,14953302,Kistrupvej,11,nan,8830,Tjele,7.66,2,Juletræer og pyntegrønt,583,,1-211,15.32,4,0
52781,,14953302,Kistrupvej,11,nan,8830,Tjele,33.5,2,Juletræer og pyntegrønt,583,,396-53,50.01,4,0
52782,,14953302,Kistrupvej,11,nan,8830,Tjele,14.63,2,Juletræer og pyntegrønt,583,,242-29,11.0,4,0
53162,,14971181,Gummesmarkvej,20,nan,6740,Bramming,,,nan,,,nan,,,1
53178,,14972188,Tarmvej,3B,nan,6880,Tarm,,,nan,,,nan,,,1
53299,,15000600,Charlottevej,24,nan,4270,Høng,0.02,2,Øvrige afgrøder,900,,396-53,0.16,4,0
53300,,15000600,Charlottevej,24,nan,4270,Høng,0.015,2,"Planteskolekulturer, vedplanter, til videresalg",497,,19-92,0.005,2,0
53301,,15000600,Charlottevej,24,nan,4270,Høng,0.015,2,"Planteskolekulturer, vedplanter, til videresalg",497,,561-3,0.04,2,0
53572,,15041633,Løvevej,46,nan,8654,Bryrup,,,nan,,,nan,,,1
54399,,15139641,Nr Vollum,14,nan,6261,Bredebro,,,nan,,,nan,,,1
54851,,15215380,Odderupvej,14,nan,6880,Tarm,,,nan,,,nan,,,1
55093,,15236787,Rødmevej,47,nan,5771,Stenstrup,37.3,2,Anden skovdrift,580,,18-669,61.5,4,0
55094,,15236787,Rødmevej,47,nan,5771,Stenstrup,41.7,2,Anden skovdrift,580,,706-1,10.0,4,0
55095,,15236787,Rødmevej,47,nan,5771,Stenstrup,12.94,2,Anden skovdrift,580,,48-16,19.41,4,0
55096,,15236787,Rødmevej,47,nan,5771,Stenstrup,70.5,2,Juletræer og pyntegrønt,583,,18-669,114.0,4,0
55097,,15236787,Rødmevej,47,nan,5771,Stenstrup,14.1,2,Juletræer og pyntegrønt,583,,48-16,21.0,4,0
55098,,15236787,Rødmevej,47,nan,5771,Stenstrup,9.0,2,Juletræer og pyntegrønt,583,,396-26,3.6,4,0
55596,,15262273,Fangelvej,32,nan,5672,Broby,2.93,2,Lukket system,499,,49-94,9.45,4,0
55597,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,352-5,3.25,2,0
55598,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,1-172,1.0,4,0
55599,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,18-549,0.25,4,0
55600,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,738-2,1.1,2,0
55601,,15262273,Fangelvej,32,nan,5672,Broby,2.93,2,Lukket system,499,,1-192,16.0,4,0
55602,,15262273,Fangelvej,32,nan,5672,Broby,2.93,2,Lukket system,499,,64-51,7.95,4,0
55603,,15262273,Fangelvej,32,nan,5672,Broby,2.93,2,Lukket system,499,,544-3,414.075,4,0
55604,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,784-1,0.1,2,0
55605,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,526-3,9.59,4,0
55606,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,677-3,0.05,2,0
55607,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,561-3,19.25,2,0
55608,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,526-14,34.4,4,0
55609,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,738-3,14.55,4,0
55610,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,18-544,0.3,4,0
55611,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,632-5,9.5,4,0
55612,,15262273,Fangelvej,32,nan,5672,Broby,2.93,2,Lukket system,499,,1-260,0.85,2,0
55613,,15262273,Fangelvej,32,nan,5672,Broby,3.35,2,Potteplanter,545,,631-7,20.0,4,0
56438,,15349395,Varmedalsvej,2,nan,3600,Frederikssund,4.66,2,Vårbyg,1,,64-70,2.33,4,0
56439,,15349395,Varmedalsvej,2,nan,3600,Frederikssund,4.66,2,Vårbyg,1,,756-2,6.99,4,0
56440,,15349395,Varmedalsvej,2,nan,3600,Frederikssund,17.88,2,Vinterraps,22,,64-91,5.364,4,0
56488,,15353503,Midtkobbel,1,nan,6470,Sydals,,,nan,,,nan,,,1
57038,,15414332,Fjordvejen,170,nan,6300,Gråsten,23.89,2,Juletræer og pyntegrønt,583,,18-669,20.0,4,0
57039,,15414332,Fjordvejen,170,nan,6300,Gråsten,23.89,2,Juletræer og pyntegrønt,583,,19-93,10.0,4,0
57040,,15414332,Fjordvejen,170,nan,6300,Gråsten,23.89,2,Juletræer og pyntegrønt,583,,396-82,5.0,4,0
59022,,15707275,Stenmurevej,23,nan,5874,Hesselager,130.0,2,Juletræer og pyntegrønt,583,,64-136,3.0,2,0
59023,,15707275,Stenmurevej,23,nan,5874,Hesselager,130.0,2,Juletræer og pyntegrønt,583,,756-7,200.0,4,0
59024,,15707275,Stenmurevej,23,nan,5874,Hesselager,130.0,2,Juletræer og pyntegrønt,583,,561-3,21.0,2,0
59025,,15707275,Stenmurevej,23,nan,5874,Hesselager,3.0,2,Æbler,528,,396-77,1.0,2,0
59026,,15707275,Stenmurevej,23,nan,5874,Hesselager,3.0,2,Æbler,528,,19-223,5.0,4,0
59027,,15707275,Stenmurevej,23,nan,5874,Hesselager,130.0,2,Juletræer og pyntegrønt,583,,347-7,50.0,4,0
59028,,15707275,Stenmurevej,23,nan,5874,Hesselager,15.0,2,Juletræer og pyntegrønt,583,,396-12,10.0,4,0
59029,,15707275,Stenmurevej,23,nan,5874,Hesselager,3.0,2,Æbler,528,,19-159,5.0,4,0
59126,,15721340,Alpedalsvej,125,nan,6000,Kolding,35.34,2,Juletræer og pyntegrønt,583,,756-7,44.175,4,0
59127,,15721340,Alpedalsvej,125,nan,6000,Kolding,35.34,2,Juletræer og pyntegrønt,583,,1-252,11.864,2,0
59128,,15721340,Alpedalsvej,125,nan,6000,Kolding,35.34,2,Juletræer og pyntegrønt,583,,347-7,14.83,4,0
59218,,15739533,Tronsø Parkvej,40,nan,7200,Grindsted,5.11,2,Vårhavre,3,,64-68,0.814,4,0
59219,,15739533,Tronsø Parkvej,40,nan,7200,Grindsted,3.14,2,Vårbyg,1,,347-35,0.027,2,0
59220,,15739533,Tronsø Parkvej,40,nan,7200,Grindsted,1.85,2,Blanding af vårsåede arter,4,,64-68,0.295,4,0
59221,,15739533,Tronsø Parkvej,40,nan,7200,Grindsted,5.11,2,Vårhavre,3,,347-35,0.044,2,0
59222,,15739533,Tronsø Parkvej,40,nan,7200,Grindsted,4.22,2,Vinterhybridrug,15,,347-35,0.037,2,0
59223,,15739533,Tronsø Parkvej,40,nan,7200,Grindsted,1.85,2,Blanding af vårsåede arter,4,,347-35,0.016,2,0
59224,,15739533,Tronsø Parkvej,40,nan,7200,Grindsted,3.14,2,Vårbyg,1,,64-68,0.5,4,0
59225,,15739533,Tronsø Parkvej,40,nan,7200,Grindsted,4.22,2,Vinterhybridrug,15,,64-68,0.672,4,0
59606,,15774932,Rustrupvej,30,nan,8600,Silkeborg,27.9,2,Juletræer og pyntegrønt,583,,48-16,75.05,4,0
59607,,15774932,Rustrupvej,30,nan,8600,Silkeborg,27.9,2,Juletræer og pyntegrønt,583,,1-252,3.596,2,0
59608,,15774932,Rustrupvej,30,nan,8600,Silkeborg,27.9,2,Juletræer og pyntegrønt,583,,526-21,6.559,4,0
