CVR,CropCode,AcreageSize,MatchedSum,Diff,PctDiff,TotalMarkerArea,TotalGKEAArea,RatioToTotal,Subset,Source
16927007,216,19.2,19.240000000000002,0.0400000000000027,0.20833333333334741,,20.64,93.2170542635659,"[('8-1', 2.84), ('20-0', 4.57), ('115-2', 5.84), ('15-1', 5.99)]",GKEA_Direct_Unique
17027476,1,2.56,2.56,0.0,0.0,3.1100000000000003,,82.31511254019291,"[('Marker_2022.352013', 2.56)]",Marker_Direct_Unique
17049348,1,15.96,15.969999999999999,0.00999999999999801,0.06265664160399756,30.23,,52.82831624214356,"[('Marker_2022.198662', 7.13), ('Marker_2022.198663', 8.84)]",Marker_Tie_Break
17066587,11,14.03,14.03,0.0,0.0,24.45,,57.38241308793456,"[('Marker_2022.387730', 14.03)]",Marker_Direct_Unique
17069594,1,5.96,5.970000000000001,0.010000000000000675,0.1677852348993402,14.25,,41.89473684210527,"[('Marker_2022.426314', 2.52), ('Marker_2022.426315', 3.45)]",Marker_Tie_Break
17069594,1,9.28,9.28,0.0,0.0,14.25,,65.12280701754386,"[('Marker_2022.426318', 1.4), ('Marker_2022.426319', 1.91), ('Marker_2022.426314', 2.52), ('Marker_2022.426315', 3.45)]",Marker_Tie_Break
17069594,1,9.81,9.81,0.0,0.0,14.25,,68.84210526315789,"[('Marker_2022.403652', 0.16), ('Marker_2022.403653', 0.16), ('Marker_2022.426318', 1.4), ('Marker_2022.426319', 1.91), ('Marker_2022.403651', 2.73), ('Marker_2022.426315', 3.45)]",Marker_Tie_Break
17069594,1,12.33,12.33,0.0,0.0,14.25,,86.52631578947368,"[('Marker_2022.403652', 0.16), ('Marker_2022.403653', 0.16), ('Marker_2022.426318', 1.4), ('Marker_2022.426319', 1.91), ('Marker_2022.426314', 2.52), ('Marker_2022.403651', 2.73), ('Marker_2022.426315', 3.45)]",Marker_Tie_Break
17066706,11,17.36,17.36,0.0,0.0,32.74,,53.02382406841784,"[('Marker_2022.189043', 17.36)]",Marker_Direct_Unique
17081489,1,6.62,6.62,0.0,0.0,11.16,,59.318996415770606,"[('Marker_2022.468390', 6.62)]",Marker_Direct_Unique
17069594,11,14.13,14.05,-0.08000000000000007,-0.56617126680821,18.64,,75.3755364806867,"[('Marker_2022.426317', 4.38), ('Marker_2022.387655', 9.67)]",Marker_Tie_Break
17109537,22,21.9,21.9,0.0,0.0,,23.21,94.35588108573889,"[('11-1', 1.9), ('11-0', 5.91), ('16-1', 14.09)]",GKEA_Direct_Unique
17128787,519,10.0,10.0,0.0,0.0,19.97,,50.07511266900351,"[('Marker_2022.183607', 1.17), ('Marker_2022.137895', 1.36), ('Marker_2022.137896', 1.51), ('Marker_2022.137894', 2.87), ('Marker_2022.183605', 3.09)]",Marker_Tie_Break
17128787,519,19.0,18.8,-0.1999999999999993,-1.0526315789473648,19.97,,94.1412118177266,"[('Marker_2022.137895', 1.36), ('Marker_2022.137896', 1.51), ('Marker_2022.183606', 1.76), ('Marker_2022.183609', 2.4), ('Marker_2022.183608', 2.8), ('Marker_2022.137894', 2.87), ('Marker_2022.183610', 3.01), ('Marker_2022.183605', 3.09)]",Marker_Direct_Unique
17118331,11,17.71,17.58,-0.13000000000000256,-0.7340485601355311,31.009999999999998,,56.69138987423412,"[('Marker_2022.402572', 17.58)]",Marker_Direct_Unique
17319205,583,1.99,1.99,0.0,0.0,6.73,,29.569093610698367,"[('Marker_2022.230353', 1.99)]",Marker_Tie_Break
17319205,21,4.16,4.16,0.0,0.0,5.93,,70.15177065767286,"[('Marker_2022.230354', 4.16)]",Marker_Direct_Unique
17347004,1,6.44,6.4399999999999995,-8.881784197001252e-16,-1.3791590368014366e-14,27.63,,23.307998552298226,"[('Marker_2022.267218', 0.84), ('Marker_2022.378139', 5.6)]",Marker_Tie_Break
17347004,1,13.45,13.45,0.0,0.0,27.63,,48.67897213174086,"[('Marker_2022.272325', 3.87), ('Marker_2022.270293', 3.98), ('Marker_2022.378139', 5.6)]",Marker_Tie_Break
17388797,1,10.77,10.77,0.0,0.0,15.2,,70.85526315789473,"[('Marker_2022.277805', 1.49), ('Marker_2022.285898', 2.15), ('Marker_2022.277806', 2.68), ('Marker_2022.285899', 4.45)]",Marker_Tie_Break
17365886,1,2.39,2.39,0.0,0.0,2.7800000000000002,,85.97122302158273,"[('Marker_2022.337084', 1.03), ('Marker_2022.337083', 1.36)]",Marker_Direct_Unique
17431609,1,66.28,66.35000000000001,0.07000000000000739,0.10561255280628755,68.55,,96.79066374908827,"[('Marker_2022.538414', 2.0), ('Marker_2022.512401', 2.09), ('Marker_2022.521149', 3.43), ('Marker_2022.550048', 4.23), ('Marker_2022.538413', 10.16), ('Marker_2022.550045', 19.01), ('Marker_2022.439677', 25.43)]",Marker_Tie_Break
17388797,11,3.27,3.27,0.0,0.0,6.2,,52.741935483870975,"[('Marker_2022.277802', 3.27)]",Marker_Direct_Unique
17486330,14,26.32,26.31,-0.010000000000001563,-0.037993920972650315,27.06,,97.22838137472284,"[('Marker_2022.235754', 1.12), ('Marker_2022.233521', 1.33), ('Marker_2022.235752', 1.45), ('Marker_2022.227990', 1.77), ('Marker_2022.235751', 1.9), ('Marker_2022.232884', 18.74)]",Marker_Tie_Break
17503243,13,76.24,76.17999999999999,-0.060000000000002274,-0.07869884575026531,86.08,,88.49907063197026,"[('Marker_2022.43782', 0.28), ('Marker_2022.43197', 3.75), ('Marker_2022.43193', 4.85), ('Marker_2022.43195', 4.92), ('Marker_2022.43194', 5.13), ('Marker_2022.43781', 6.23), ('Marker_2022.65866', 6.31), ('Marker_2022.43780', 6.62), ('Marker_2022.43196', 10.05), ('Marker_2022.65865', 13.02), ('Marker_2022.65864', 15.02)]",Marker_Tie_Break
17556835,1,14.65,14.65,0.0,0.0,42.42,,34.535596416784536,"[('Marker_2022.321634', 14.65)]",Marker_Tie_Break
17556835,108,14.87,14.87,0.0,0.0,26.189999999999998,,56.777395952653684,"[('Marker_2022.313092', 14.87)]",Marker_Direct_Unique
17577875,497,12.49,12.49,0.0,0.0,25.509999999999998,,48.96119168953352,"[('Marker_2022.59140', 1.56), ('Marker_2022.59139', 10.93)]",Marker_Tie_Break
17577875,497,16.19,16.27,0.0799999999999983,0.4941321803582353,25.509999999999998,,63.77891023128185,"[('Marker_2022.59135', 0.66), ('Marker_2022.59133', 4.68), ('Marker_2022.59139', 10.93)]",Marker_Tie_Break
17577875,497,19.75,19.75,0.0,0.0,25.509999999999998,,77.42061936495492,"[('Marker_2022.59135', 0.66), ('Marker_2022.59136', 1.11), ('Marker_2022.59137', 1.11), ('Marker_2022.59140', 1.56), ('Marker_2022.59138', 4.38), ('Marker_2022.59139', 10.93)]",Marker_Tie_Break
17593374,1,4.93,4.93,0.0,0.0,,5.22,94.44444444444444,"[('2-0', 1.51), ('2-2', 3.42)]",GKEA_Direct_Unique
17671790,3,8.26,8.38,0.120000000000001,1.4527845036319733,10.22,,81.99608610567515,"[('Marker_2022.283205', 8.38)]",Marker_Direct_Unique
17676709,1,5.93,5.930000000000001,8.881784197001252e-16,1.4977713654302283e-14,15.22,,38.961892247043366,"[('Marker_2022.184644', 1.7), ('Marker_2022.184645', 4.23)]",Marker_Tie_Break
17676709,1,8.3,8.3,0.0,0.0,15.22,,54.533508541392905,"[('Marker_2022.184644', 1.7), ('Marker_2022.151838', 2.37), ('Marker_2022.184645', 4.23)]",Marker_Direct_Unique
17746243,1,16.26,16.3,0.03999999999999915,0.24600246002459497,20.15,,80.89330024813897,"[('Marker_2022.110558', 0.77), ('Marker_2022.110556', 1.57), ('Marker_2022.111748', 2.1), ('Marker_2022.109997', 3.28), ('Marker_2022.111749', 3.45), ('Marker_2022.110555', 5.13)]",Marker_Tie_Break
17805274,1,37.48,37.48,0.0,0.0,38.47,,97.4265661554458,"[('Marker_2022.16901', 1.69), ('Marker_2022.16900', 2.72), ('Marker_2022.17518', 3.1), ('Marker_2022.86209', 3.29), ('Marker_2022.15699', 3.85), ('Marker_2022.16308', 4.14), ('Marker_2022.16899', 5.51), ('Marker_2022.15697', 6.0), ('Marker_2022.17517', 7.18)]",Marker_Tie_Break
17832476,11,34.71,34.7,-0.00999999999999801,-0.028810141169686,46.7,,74.30406852248395,"[('Marker_2022.397482', 10.27), ('Marker_2022.326127', 11.04), ('Marker_2022.547333', 13.39)]",Marker_Direct_Unique
17862308,1,4.12,4.16,0.040000000000000036,0.9708737864077678,7.19,,57.85813630041724,"[('Marker_2022.227841', 4.16)]",Marker_Direct_Unique
17892371,1,15.92,15.92,0.0,0.0,29.009999999999998,,54.87762840399862,"[('Marker_2022.154461', 15.92)]",Marker_Direct_Unique
17892371,11,6.23,6.23,0.0,0.0,11.52,,54.079861111111114,"[('Marker_2022.173428', 6.23)]",Marker_Direct_Unique
17907735,3,4.84,4.82,-0.019999999999999574,-0.41322314049585895,5.2,,92.6923076923077,"[('Marker_2022.155567', 2.38), ('Marker_2022.155568', 2.44)]",Marker_Direct_Unique
17937197,1,10.81,10.78,-0.030000000000001137,-0.27752081406106505,17.64,,61.11111111111111,"[('Marker_2022.368240', 0.91), ('Marker_2022.297018', 2.57), ('Marker_2022.340703', 2.64), ('Marker_2022.297017', 4.66)]",Marker_Tie_Break
17937197,11,7.02,7.01,-0.009999999999999787,-0.14245014245013943,,8.530000000000001,82.18053927315356,"[('5', 2.19), ('3', 4.82)]",GKEA_Direct_Unique
17946242,11,200.0,200.14000000000001,0.14000000000001478,0.07000000000000739,224.49,,89.15319167891666,"[('Marker_2022.424837', 3.33), ('Marker_2022.551153', 5.79), ('Marker_2022.572677', 10.77), ('Marker_2022.512777', 12.71), ('Marker_2022.409681', 16.41), ('Marker_2022.409680', 17.07), ('Marker_2022.409679', 26.98), ('Marker_2022.512776', 30.6), ('Marker_2022.574175', 76.48)]",Marker_Tie_Break
17980475,707,14.33,14.31,-0.019999999999999574,-0.13956734124214637,15.280000000000001,,93.65183246073298,"[('Marker_2022.102077', 3.66), ('Marker_2022.182277', 10.65)]",Marker_Direct_Unique
17989006,1,5.41,5.41,0.0,0.0,7.88,,68.65482233502537,"[('Marker_2022.74584', 0.46), ('Marker_2022.121724', 1.55), ('Marker_2022.74585', 3.4)]",Marker_Direct_Unique
18009730,1,10.34,10.38,0.040000000000000924,0.38684719535784257,12.17,,85.29170090386197,"[('Marker_2022.557145', 1.11), ('Marker_2022.554132', 1.14), ('Marker_2022.438841', 1.95), ('Marker_2022.557139', 2.37), ('Marker_2022.557142', 3.81)]",Marker_Tie_Break
18035502,11,6.15,6.15,0.0,0.0,10.18,,60.41257367387034,"[('Marker_2022.277142', 6.15)]",Marker_Direct_Unique
18035502,11,9.17,9.17,0.0,0.0,10.18,,90.07858546168958,"[('Marker_2022.277144', 3.02), ('Marker_2022.277142', 6.15)]",Marker_Direct_Unique
18075032,1,10.03,9.91,-0.11999999999999922,-1.1964107676969016,10.43,,95.0143815915628,"[('Marker_2022.108442', 0.95), ('Marker_2022.160816', 1.12), ('Marker_2022.122665', 1.33), ('Marker_2022.128552', 1.37), ('Marker_2022.122664', 1.58), ('Marker_2022.107670', 3.56)]",Marker_Direct_Unique
18090031,260,21.99,21.97,-0.019999999999999574,-0.09095043201455014,29.03,,75.68033069238717,"[('Marker_2022.268910', 2.95), ('Marker_2022.268909', 6.93), ('Marker_2022.217859', 12.09)]",Marker_Tie_Break
18104741,22,4.88,4.88,0.0,0.0,9.379999999999999,,52.02558635394456,"[('Marker_2022.544839', 4.88)]",Marker_Direct_Unique
18260875,1,24.05,24.03,-0.019999999999999574,-0.08316008316008139,28.16,,85.33380681818183,"[('Marker_2022.267575', 2.22), ('Marker_2022.267574', 2.56), ('Marker_2022.291984', 3.2), ('Marker_2022.360804', 3.4), ('Marker_2022.360801', 4.18), ('Marker_2022.267579', 8.47)]",Marker_Tie_Break
18328119,11,41.27,41.32,0.04999999999999716,0.12115338017930011,55.97,,73.82526353403608,"[('Marker_2022.217791', 0.45), ('Marker_2022.217793', 0.54), ('Marker_2022.217792', 2.52), ('Marker_2022.217790', 5.41), ('Marker_2022.217789', 13.49), ('Marker_2022.201153', 18.91)]",Marker_Tie_Break
18379406,1,29.7,29.93,0.23000000000000043,0.7744107744107759,35.49,,84.33361510284587,"[('Marker_2022.220515', 4.8), ('Marker_2022.220514', 6.94), ('Marker_2022.220930', 8.6), ('Marker_2022.441503', 9.59)]",Marker_Direct_Unique
18381176,11,50.37,50.37,0.0,0.0,62.28,,80.8766859344894,"[('Marker_2022.290255', 0.97), ('Marker_2022.262952', 2.19), ('Marker_2022.286771', 2.54), ('Marker_2022.291774', 3.03), ('Marker_2022.262950', 7.2), ('Marker_2022.291775', 8.51), ('Marker_2022.248328', 12.36), ('Marker_2022.248331', 13.57)]",Marker_Tie_Break
18434679,1,9.02,9.02,0.0,0.0,25.84,,34.907120743034056,"[('Marker_2022.88791', 9.02)]",Marker_Direct_Unique
18503492,1,12.14,12.14,0.0,0.0,14.08,,86.22159090909092,"[('Marker_2022.103216', 1.73), ('Marker_2022.103217', 2.69), ('Marker_2022.32851', 7.72)]",Marker_Tie_Break
18498197,263,6.9,6.85,-0.05000000000000071,-0.7246376811594305,7.43,,92.19380888290713,"[('Marker_2022.275927', 0.87), ('Marker_2022.204252', 1.0), ('Marker_2022.265833', 1.19), ('Marker_2022.292805', 1.63), ('Marker_2022.242711', 2.16)]",Marker_Tie_Break
18507986,22,3.78,3.78,0.0,0.0,8.09,,46.72435105067985,"[('Marker_2022.17342', 3.78)]",Marker_Direct_Unique
18550296,1,87.15,87.13,-0.020000000000010232,-0.022948938611600952,89.08,,97.81095644364616,"[('Marker_2022.471212', 2.51), ('Marker_2022.470639', 5.43), ('Marker_2022.471210', 6.2), ('Marker_2022.470641', 7.69), ('Marker_2022.470640', 10.52), ('Marker_2022.569159', 11.54), ('Marker_2022.529474', 11.82), ('Marker_2022.566952', 12.98), ('Marker_2022.473934', 18.44)]",Marker_Tie_Break
18584530,152,4.98,4.9799999999999995,-8.881784197001252e-16,-1.783490802610693e-14,5.28,,94.3181818181818,"[('Marker_2022.279733', 0.59), ('Marker_2022.279728', 1.04), ('Marker_2022.232586', 1.67), ('Marker_2022.279729', 1.68)]",Marker_Direct_Unique
18756234,547,1.87,1.87,0.0,0.0,3.48,,53.735632183908045,"[('Marker_2022.509088', 0.35), ('Marker_2022.509089', 0.36), ('Marker_2022.509087', 0.37), ('Marker_2022.530647', 0.79)]",Marker_Tie_Break
18770636,1,2.99,2.99,0.0,0.0,3.6,,83.05555555555556,"[('Marker_2022.288895', 2.99)]",Marker_Direct_Unique
18852497,14,7.18,7.18,0.0,0.0,7.54,,95.22546419098143,"[('Marker_2022.132145', 2.16), ('Marker_2022.169840', 5.02)]",Marker_Direct_Unique
18770636,11,9.73,9.73,0.0,0.0,14.73,,66.05566870332655,"[('Marker_2022.324337', 3.37), ('Marker_2022.324338', 6.36)]",Marker_Tie_Break
18994208,528,17.0,17.0,0.0,0.0,20.01,,84.95752123938031,"[('Marker_2022.325269', 0.78), ('Marker_2022.325271', 1.32), ('Marker_2022.325270', 1.48), ('Marker_2022.325268', 1.49), ('Marker_2022.453202', 1.56), ('Marker_2022.325263', 1.56), ('Marker_2022.325266', 1.66), ('Marker_2022.325265', 2.04), ('Marker_2022.453200', 2.22), ('Marker_2022.325264', 2.89)]",Marker_Tie_Break
18994194,11,2.08,2.08,0.0,0.0,3.99,,52.130325814536334,"[('Marker_2022.277504', 2.08)]",Marker_Direct_Unique
19027392,583,10.06,10.02,-0.040000000000000924,-0.3976143141153173,21.2,,47.264150943396224,"[('Marker_2022.334094', 0.29), ('Marker_2022.334097', 9.73)]",Marker_Tie_Break
19036774,583,6.74,6.66,-0.08000000000000007,-1.1869436201780426,,9.41,70.77577045696069,"[('2', 0.16), ('6', 0.49), ('4', 0.55), ('5', 5.46)]",GKEA_Tie_Break
19036774,583,7.73,7.75,0.019999999999999574,0.2587322121604084,,9.41,82.35919234856536,"[('3', 2.29), ('5', 5.46)]",GKEA_Direct_Unique
19036774,583,8.33,8.3,-0.02999999999999936,-0.3601440576230415,,9.41,88.20403825717322,"[('4', 0.55), ('3', 2.29), ('5', 5.46)]",GKEA_Tie_Break
19088790,11,100.63,102.07,1.4399999999999977,1.4309847957865427,122.06,,83.62280845485826,"[('Marker_2022.172776', 13.3), ('Marker_2022.113479', 15.96), ('Marker_2022.181810', 31.06), ('Marker_2022.113480', 41.75)]",Marker_Direct_Unique
19092887,3,11.3,11.34,0.03999999999999915,0.3539823008849482,12.22,,92.7986906710311,"[('Marker_2022.422586', 1.45), ('Marker_2022.461041', 1.91), ('Marker_2022.461042', 7.98)]",Marker_Direct_Unique
19136078,3,18.09,18.09,0.0,0.0,31.79,,56.90468700849324,"[('Marker_2022.169893', 5.33), ('Marker_2022.152467', 5.61), ('Marker_2022.169891', 7.15)]",Marker_Tie_Break
19157733,22,96.29,96.52,0.22999999999998977,0.23886177173121792,102.26,,94.3868570310972,"[('Marker_2022.319498', 3.45), ('Marker_2022.319497', 7.03), ('Marker_2022.492383', 11.22), ('Marker_2022.424981', 12.47), ('Marker_2022.492384', 15.7), ('Marker_2022.472876', 15.74), ('Marker_2022.462075', 30.91)]",Marker_Tie_Break
19163733,11,186.85,186.82,-0.030000000000001137,-0.016055659620016663,195.8,,95.41368743615934,"[('Marker_2022.350719', 2.57), ('Marker_2022.390332', 2.76), ('Marker_2022.364526', 2.96), ('Marker_2022.364518', 3.51), ('Marker_2022.430937', 4.57), ('Marker_2022.364519', 4.71), ('Marker_2022.390530', 5.67), ('Marker_2022.312592', 8.09), ('Marker_2022.390331', 8.31), ('Marker_2022.406256', 10.31), ('Marker_2022.364523', 11.37), ('Marker_2022.329154', 16.77), ('Marker_2022.364517', 17.45), ('Marker_2022.329153', 19.41), ('Marker_2022.350718', 19.8), ('Marker_2022.355920', 21.03), ('Marker_2022.364527', 27.53)]",Marker_Tie_Break
19157733,528,14.43,14.43,0.0,0.0,15.93,,90.58380414312617,"[('Marker_2022.449148', 0.12), ('Marker_2022.472879', 0.65), ('Marker_2022.447797', 0.72), ('Marker_2022.449147', 1.07), ('Marker_2022.449145', 1.3), ('Marker_2022.449144', 1.31), ('Marker_2022.424982', 1.6), ('Marker_2022.449142', 2.16), ('Marker_2022.449143', 2.38), ('Marker_2022.449146', 3.12)]",Marker_Tie_Break
19186946,1,133.47,133.46,-0.009999999999990905,-0.007492320371612276,145.11,,91.97160774584798,"[('Marker_2022.393584', 0.82), ('Marker_2022.472505', 1.76), ('Marker_2022.407584', 3.66), ('Marker_2022.469791', 3.72), ('Marker_2022.469792', 3.72), ('Marker_2022.469793', 4.04), ('Marker_2022.469794', 4.09), ('Marker_2022.393583', 5.42), ('Marker_2022.408119', 6.13), ('Marker_2022.469798', 10.31), ('Marker_2022.469796', 11.45), ('Marker_2022.398628', 15.23), ('Marker_2022.407583', 17.9), ('Marker_2022.393582', 21.79), ('Marker_2022.478258', 23.42)]",Marker_Tie_Break
19200108,11,11.54,11.47,-0.06999999999999851,-0.6065857885615122,13.21,,86.82816048448146,"[('Marker_2022.249096', 0.62), ('Marker_2022.249095', 0.95), ('Marker_2022.171706', 9.9)]",Marker_Tie_Break
19200108,3,4.02,4.03,0.010000000000000675,0.24875621890548946,7.3100000000000005,,55.12995896032832,"[('Marker_2022.249098', 1.74), ('Marker_2022.171705', 2.29)]",Marker_Tie_Break
19233596,15,13.32,13.32,0.0,0.0,14.2,,93.80281690140846,"[('Marker_2022.62292', 2.2), ('Marker_2022.62293', 2.38), ('Marker_2022.161148', 2.77), ('Marker_2022.130953', 5.97)]",Marker_Direct_Unique
19297772,1,4.69,4.69,0.0,0.0,7.180000000000001,,65.32033426183844,"[('Marker_2022.75328', 4.69)]",Marker_Direct_Unique
19305201,1,9.71,9.709999999999999,-1.7763568394002505e-15,-1.8294097213184864e-14,20.83,,46.61545847335574,"[('Marker_2022.194867', 2.21), ('Marker_2022.194868', 2.61), ('Marker_2022.194869', 4.89)]",Marker_Tie_Break
19305201,1,20.19,20.189999999999998,-3.552713678800501e-15,-1.7596402569591387e-14,20.83,,96.92750840134421,"[('Marker_2022.194867', 2.21), ('Marker_2022.194868', 2.61), ('Marker_2022.194865', 3.02), ('Marker_2022.194866', 3.5), ('Marker_2022.194871', 3.96), ('Marker_2022.194869', 4.89)]",Marker_Direct_Unique
19305201,10,3.42,3.42,0.0,0.0,6.6,,51.81818181818182,"[('Marker_2022.221410', 3.42)]",Marker_Direct_Unique
19332136,1,38.7,38.73,0.02999999999999403,0.07751937984494581,56.629999999999995,,68.39131202542822,"[('Marker_2022.46109', 2.79), ('Marker_2022.188484', 2.86), ('Marker_2022.46108', 3.45), ('Marker_2022.140172', 3.55), ('Marker_2022.188483', 26.08)]",Marker_Tie_Break
19338347,31,39.81,39.85,0.03999999999999915,0.10047726701833495,,46.230000000000004,86.19943759463551,"[('22-0', 18.01), ('17-0', 21.84)]",GKEA_Direct_Unique
19380084,252,4.01,3.96,-0.04999999999999982,-1.246882793017452,4.55,,87.03296703296704,"[('Marker_2022.87390', 0.1), ('Marker_2022.87391', 0.29), ('Marker_2022.17526', 0.99), ('Marker_2022.17522', 2.58)]",Marker_Direct_Unique
19403637,151,60.38,60.379999999999995,-7.105427357601002e-15,-1.1767849217623388e-14,66.27,,91.11211709672553,"[('Marker_2022.361565', 2.45), ('Marker_2022.570163', 3.38), ('Marker_2022.415271', 5.08), ('Marker_2022.378037', 5.27), ('Marker_2022.378033', 5.59), ('Marker_2022.401025', 8.29), ('Marker_2022.378036', 9.3), ('Marker_2022.431234', 9.53), ('Marker_2022.379244', 11.49)]",Marker_Tie_Break
19467902,583,5.26,5.27,0.009999999999999787,0.1901140684410606,15.95,,33.04075235109718,"[('Marker_2022.295007', 0.61), ('Marker_2022.291425', 1.07), ('Marker_2022.287896', 3.59)]",Marker_Tie_Break
19470482,15,8.48,8.469999999999999,-0.010000000000001563,-0.11792452830190522,10.68,,79.3071161048689,"[('Marker_2022.297790', 1.85), ('Marker_2022.297789', 3.03), ('Marker_2022.279441', 3.59)]",Marker_Direct_Unique
19639681,1,20.44,20.34,-0.10000000000000142,-0.48923679060666053,25.89,,78.56315179606025,"[('Marker_2022.334683', 20.34)]",Marker_Direct_Unique
19677273,11,128.82,128.54,-0.28000000000000114,-0.2173575531749737,138.47,,92.82877157507042,"[('Marker_2022.55163', 1.4), ('Marker_2022.55110', 7.12), ('Marker_2022.147306', 10.01), ('Marker_2022.152105', 11.31), ('Marker_2022.149871', 11.86), ('Marker_2022.149869', 12.0), ('Marker_2022.54930', 15.36), ('Marker_2022.54929', 17.68), ('Marker_2022.76497', 18.24), ('Marker_2022.147307', 23.56)]",Marker_Tie_Break
19708446,1,11.49,11.49,0.0,0.0,16.39,,70.10372178157412,"[('Marker_2022.305941', 5.59), ('Marker_2022.305939', 5.9)]",Marker_Direct_Unique
19763145,1,8.5,8.41,-0.08999999999999986,-1.0588235294117632,14.31,,58.77009084556254,"[('Marker_2022.11570', 3.95), ('Marker_2022.12747', 4.46)]",Marker_Direct_Unique
19821684,11,10.0,9.89,-0.10999999999999943,-1.0999999999999943,15.86,,62.35813366960908,"[('Marker_2022.140402', 2.69), ('Marker_2022.140399', 7.2)]",Marker_Direct_Unique
19828972,1,2.62,2.62,0.0,0.0,2.84,,92.25352112676057,"[('Marker_2022.188393', 1.13), ('Marker_2022.188392', 1.49)]",Marker_Direct_Unique
19850846,11,7.32,7.31,-0.010000000000000675,-0.13661202185793273,13.629999999999999,,53.631694790902415,"[('Marker_2022.163341', 7.31)]",Marker_Direct_Unique
19858987,1,20.4,20.41,0.010000000000001563,0.04901960784314492,21.19,,96.31901840490798,"[('Marker_2022.528766', 1.12), ('Marker_2022.528764', 5.23), ('Marker_2022.528481', 5.29), ('Marker_2022.528482', 8.77)]",Marker_Tie_Break
19888738,583,12.5,12.5,0.0,0.0,16.88,,74.0521327014218,"[('Marker_2022.144044', 0.36), ('Marker_2022.190183', 0.64), ('Marker_2022.190188', 0.77), ('Marker_2022.144042', 2.99), ('Marker_2022.150284', 3.01), ('Marker_2022.190187', 4.73)]",Marker_Tie_Break
19889890,11,145.32,145.32,0.0,0.0,,252.54,57.54335946780708,"[('239-0', 7.9), ('235-0', 15.27), ('111-0', 15.34), ('236-0', 15.75), ('240-0', 28.5), ('238-0', 29.24), ('155-0', 33.32)]",GKEA_Tie_Break
19910210,216,93.15,93.23,0.0799999999999983,0.08588298443370723,104.71,,89.03638620953109,"[('Marker_2022.571818', 2.97), ('Marker_2022.368731', 3.87), ('Marker_2022.571820', 8.48), ('Marker_2022.376883', 11.02), ('Marker_2022.376882', 11.44), ('Marker_2022.334191', 11.87), ('Marker_2022.540726', 12.02), ('Marker_2022.562630', 15.09), ('Marker_2022.571821', 16.47)]",Marker_Tie_Break
19977099,1,3.56,3.52,-0.040000000000000036,-1.1235955056179785,3.73,,94.36997319034852,"[('Marker_2022.32778', 1.31), ('Marker_2022.97379', 2.21)]",Marker_Direct_Unique
20070005,1,7.27,7.27,0.0,0.0,25.93,,28.0370227535673,"[('Marker_2022.378148', 7.27)]",Marker_Direct_Unique
20070005,1,13.81,13.809999999999999,-1.7763568394002505e-15,-1.2862830118756337e-14,25.93,,53.25877362128808,"[('Marker_2022.357844', 2.77), ('Marker_2022.270842', 3.77), ('Marker_2022.378148', 7.27)]",Marker_Tie_Break
20070005,1,17.84,17.84,0.0,0.0,25.93,,68.80061704589279,"[('Marker_2022.279520', 2.16), ('Marker_2022.357844', 2.77), ('Marker_2022.263041', 5.64), ('Marker_2022.378148', 7.27)]",Marker_Tie_Break
20070005,1,19.45,19.45,0.0,0.0,25.93,,75.00964134207481,"[('Marker_2022.357844', 2.77), ('Marker_2022.270842', 3.77), ('Marker_2022.263041', 5.64), ('Marker_2022.378148', 7.27)]",Marker_Tie_Break
20070005,1,20.29,20.29,0.0,0.0,25.93,,78.24913227921326,"[('Marker_2022.279520', 2.16), ('Marker_2022.357844', 2.77), ('Marker_2022.270842', 3.77), ('Marker_2022.271683', 4.32), ('Marker_2022.378148', 7.27)]",Marker_Tie_Break
20070005,11,20.54,20.54,0.0,0.0,29.23,,70.27027027027026,"[('Marker_2022.358394', 4.21), ('Marker_2022.272328', 5.11), ('Marker_2022.378150', 5.18), ('Marker_2022.270847', 6.04)]",Marker_Tie_Break
20070005,11,21.62,21.62,0.0,0.0,29.23,,73.96510434485118,"[('Marker_2022.272330', 1.09), ('Marker_2022.271685', 1.16), ('Marker_2022.271684', 1.32), ('Marker_2022.272331', 1.72), ('Marker_2022.272328', 5.11), ('Marker_2022.378150', 5.18), ('Marker_2022.270847', 6.04)]",Marker_Tie_Break
20070005,11,23.02,23.02,0.0,0.0,29.23,,78.75470407115976,"[('Marker_2022.271685', 1.16), ('Marker_2022.271684', 1.32), ('Marker_2022.358394', 4.21), ('Marker_2022.272328', 5.11), ('Marker_2022.378150', 5.18), ('Marker_2022.270847', 6.04)]",Marker_Tie_Break
20070005,11,28.23,28.23,0.0,0.0,29.23,,96.57885733835101,"[('Marker_2022.279519', 0.87), ('Marker_2022.272330', 1.09), ('Marker_2022.271685', 1.16), ('Marker_2022.271684', 1.32), ('Marker_2022.279521', 1.53), ('Marker_2022.272331', 1.72), ('Marker_2022.358394', 4.21), ('Marker_2022.272328', 5.11), ('Marker_2022.378150', 5.18), ('Marker_2022.270847', 6.04)]",Marker_Tie_Break
20070005,108,6.39,6.39,0.0,0.0,17.259999999999998,,37.02201622247973,"[('Marker_2022.267224', 6.39)]",Marker_Direct_Unique
20070005,108,11.64,11.64,0.0,0.0,17.259999999999998,,67.43916570104288,"[('Marker_2022.271686', 5.25), ('Marker_2022.267224', 6.39)]",Marker_Direct_Unique
