CVR,CropCode,TotalSumPesticideApplicationArea,PesticideApplicationCount,DistinctAcreageValuesCount,MaxPesticideApplicationArea
13903336,11,298.2,5,1,59.64
13903336,15,81.16,4,1,20.29
13903336,22,55.949999999999996,5,1,11.19
13903336,31,48.78,3,1,16.26
13903336,103,43.52,4,1,10.88
13903336,109,60.44,4,1,15.11
13907234,1,21.9,6,1,3.65
13907234,11,30.72,4,1,7.68
13907234,15,6.96,2,1,3.48
13907234,149,124.39999999999999,10,1,12.44
13908192,1,423.28000000000003,13,1,32.56
13908192,11,585.0600000000001,14,1,41.79
13908192,22,63.769999999999996,7,1,9.11
13908192,152,404.64,16,1,25.29
13908192,407,69.42,6,1,11.57
13908192,418,102.14999999999999,9,1,11.35
13908508,1,35.2,8,1,4.4
13908508,3,18.0,5,1,3.6
13908508,11,14.950000000000001,5,1,2.99
13908508,15,15.0,6,1,2.5
13909741,1,125.03999999999999,8,1,15.63
13909741,5,10.0,2,1,5.0
13909741,11,72.8,7,1,10.4
13909741,210,4.17,1,1,4.17
13920230,1,7774.199999999999,14,1,555.3
13920230,2,226.96,8,1,28.37
13920230,5,27.0,3,1,9.0
13920230,10,191.25,9,1,21.25
13920230,11,388.38000000000005,6,1,64.73
13920230,15,551.95,7,1,78.85
13920230,101,2064.32,8,1,258.04
13920230,105,132.32,2,1,66.16
13920230,110,82.84,2,1,41.42
13920230,150,295.67999999999995,12,1,24.64
13920230,151,3523.7999999999993,14,1,251.7
13920230,155,615.86,14,1,43.99
13920230,216,618.88,4,1,154.72
13920230,968,554.41,1,1,554.41
13921288,53,2.0,1,1,2.0
13921288,580,4.0,2,2,3.0
13921288,583,56.5,6,5,40.0
13921539,1,50.24,4,1,12.56
13921539,11,157.35999999999999,7,1,22.48
13921539,160,57.9,5,1,11.58
13923507,583,79.5,2,1,39.75
13928185,1,800.5500000000002,9,1,88.95
13928185,10,774.08,8,1,96.76
13928185,11,1262.1600000000003,12,1,105.18
13928185,22,313.29,9,1,34.81
13928185,31,910.17,9,1,101.13
13928185,216,418.67999999999995,6,1,69.78
13929807,1,901.7,10,1,90.17
13929807,11,108.56,4,1,27.14
13929807,15,195.36,6,1,32.56
13929807,101,126.35,5,1,25.27
13929807,150,52.99999999999999,10,1,5.3
13929807,151,875.6999999999999,14,1,62.55
13930880,1,35.8,5,1,7.16
13930880,22,36.150000000000006,5,1,7.23
13930880,210,2.59,1,1,2.59
13933839,1,27.75,3,1,9.25
13933839,31,19.64,4,1,4.91
13935149,1,21.95,5,1,4.39
13935149,10,90.92999999999999,7,1,12.99
13935149,11,148.56,6,1,24.76
13935149,22,137.36,8,1,17.17
13935149,152,104.34,6,1,17.39
13938989,1,121.85000000000001,5,1,24.37
13938989,11,117.53,7,1,16.79
13938989,22,9.78,1,1,9.78
13941270,1,262.25,5,1,52.45
13941270,11,76.56,6,1,12.76
13941270,15,49.050000000000004,3,1,16.35
13943486,1,28.98,3,1,9.66
13943486,11,24.660000000000004,3,1,8.22
13943486,214,33.76,2,1,16.88
13943486,216,287.0,4,1,71.75
13943486,280,53.8,4,1,13.45
13943974,1,18.9,3,1,6.3
13943974,3,9.1,2,1,4.55
13943974,11,40.0,4,1,10.0
13943974,15,13.76,4,1,3.44
13946531,1,4.88,2,1,2.44
13946531,3,7.06,2,1,3.53
13946531,30,16.53,3,1,5.51
13953473,1,41.349999999999994,5,1,8.27
13953473,3,16.1,2,1,8.05
13953597,1,23.46,2,1,11.73
13953597,11,22.84,4,1,5.71
13953805,1,264.15,9,1,29.35
13953805,2,2.86,2,1,1.43
13953805,22,88.19999999999999,6,1,14.7
13953805,160,120.24,8,1,15.03
13954984,1,21.64,4,1,5.41
13954984,11,2.54,1,1,2.54
13955298,1,60.33,3,1,20.11
13955298,10,194.1,6,1,32.35
13955298,11,245.7,5,1,49.14
13955298,417,250.97999999999996,6,1,41.83
13955298,418,90.11999999999999,6,1,15.02
13966192,1,36.22,1,1,36.22
13971692,1,514.7099999999999,7,1,73.53
13971692,5,1.86,6,1,0.31
13971692,11,2230.8,12,1,185.9
13971692,30,148.67999999999998,7,1,21.24
13975590,1,246.04999999999998,7,1,35.15
13975590,11,341.04,8,1,42.63
13975590,410,81.12,3,1,27.04
13975590,411,16.0,2,1,8.0
13975590,513,454.86,14,1,32.49
13975590,519,8.36,4,1,2.09
13975590,543,44.37,9,1,4.93
13975590,652,58.8,6,1,9.8
13978433,1,744.36,12,1,62.03
13978433,11,211.33,7,1,30.19
13978433,14,67.92,4,1,16.98
13978433,22,50.94,3,1,16.98
13984085,1,100.8,5,1,20.16
13984085,10,253.89000000000001,7,1,36.27
13984085,11,834.05,7,1,119.15
13984085,16,268.26,6,1,44.71
13984085,22,269.7,6,1,44.95
13984085,31,41.56,2,1,20.78
13986096,1,3.95,5,1,0.79
13987734,1,34.29,3,1,11.43
13987734,3,21.81,3,1,7.27
13987734,10,165.3,6,1,27.55
13987734,11,502.5600000000002,9,1,55.84
13987734,22,179.89999999999998,5,1,35.98
13987734,216,129.2,5,1,25.84
13988935,3,85.32000000000001,6,1,14.22
13990182,3,11.61,3,1,3.87
13990182,11,235.71,9,1,26.19
13990182,216,63.84,6,1,10.64
13990182,583,0.95,1,1,0.95
13993734,1,2140.05,11,1,194.55
13993734,11,2270.7,10,1,227.07
13993734,22,448.0,7,1,64.0
13993734,101,401.3,5,1,80.26
13993734,108,302.53999999999996,7,1,43.22
13993734,111,75.51,3,1,25.17
13993734,160,647.8499999999999,7,1,92.55
13995230,1,57.54,7,1,8.22
13995230,11,97.47,9,1,10.83
13995230,22,49.699999999999996,5,1,9.94
13998981,1,848.56,8,1,106.07
13998981,10,305.76,6,1,50.96
13998981,11,241.29,9,1,26.81
13998981,22,120.14999999999999,3,1,40.05
13998981,216,181.8,3,1,60.6
13999171,1,234.24,8,1,29.28
13999171,101,56.099999999999994,6,1,9.35
13999171,150,11.92,8,1,1.49
13999171,151,75.60000000000001,9,1,8.4
13999171,280,25.8,5,1,5.16
13999171,701,56.849999999999994,5,1,11.37
13999945,1,124.38999999999999,7,1,17.77
13999945,10,148.08,6,1,24.68
13999945,11,195.72,6,1,32.62
13999945,22,130.32,6,1,21.72
14001204,1,46.3,5,1,9.26
14001204,11,19.85,5,1,3.97
14001239,1,16.92,4,1,4.23
14001239,10,34.38,6,1,5.73
14001778,1,212.30999999999995,7,1,30.33
14001778,10,78.0,5,1,15.6
14001778,11,128.02999999999997,7,1,18.29
14001778,22,91.42,7,1,13.06
14002243,3,15.4,4,1,3.85
14002243,11,51.24,7,1,7.32
14002332,216,136.6,5,1,27.32
14002332,701,19.2,1,1,19.2
14005110,1,20.12,4,1,5.03
14005110,11,72.72,6,1,12.12
14005390,583,675.0,5,1,135.0
14007431,1,23.940000000000005,6,1,3.99
14007431,11,145.98,9,1,16.22
14007431,216,21.68,4,1,5.42
14007830,1,381.87,9,1,42.43
14007830,3,7.6,5,1,1.52
14007830,11,464.84999999999997,9,1,51.65
14007830,22,193.04,8,1,24.13
14008640,1,41.32,4,1,10.33
14008640,3,10.370000000000001,3,2,3.69
14009477,1,547.52,8,1,68.44
14009477,11,269.5,10,1,26.95
14009477,22,188.0,8,1,23.5
14009477,216,99.5,5,1,19.9
14012095,1,45.55,5,1,9.11
14012508,1,487.9000000000001,10,1,48.79
14012508,11,716.0999999999999,14,1,51.15
14012508,22,173.60000000000002,7,1,24.8
14014446,1,451.77,11,1,41.07
14014446,11,281.32,13,1,21.64
14014446,22,121.32000000000002,9,1,13.48
14014446,101,49.42,7,1,7.06
14016279,1,181.39,11,1,16.49
14016279,11,164.83999999999997,13,1,12.68
14016279,15,19.0,10,1,1.9
14018786,1,640.86,11,1,58.26
14018786,3,83.92,4,1,20.98
14018786,11,90.23999999999998,6,1,15.04
14020845,1,149.45,7,1,21.35
14020845,10,62.65,7,1,8.95
14020845,11,108.45,9,1,12.05
14020845,22,50.05,5,1,10.01
14020896,1,39.6,4,1,9.9
14020896,11,16.38,2,1,8.19
14020896,22,25.24,2,1,12.62
14021175,1,61.0,5,1,12.2
14021175,11,149.1,7,1,21.3
14021175,22,152.81,7,1,21.83
14021175,108,65.86999999999999,7,1,9.41
14021299,1,176.58,6,1,29.43
14021299,10,41.52,6,1,6.92
14021299,11,282.47999999999996,6,1,47.08
14021299,31,96.41999999999999,6,1,16.07
14022112,1,26.52,4,1,6.63
14022112,10,59.220000000000006,7,1,8.46
14022546,1,32.36,4,1,8.09
14022546,11,6.5,5,1,1.3
14022546,15,61.900000000000006,5,1,12.38
14022635,497,1.5,1,1,1.5
14022791,1,707.4200000000001,11,3,71.46
14022791,11,262.18,12,3,25.87
14022791,15,100.89000000000001,11,2,9.21
14022791,104,305.13,7,3,51.5
14022872,583,65.3,6,3,20.3
14023372,1,21.66,3,1,7.22
14023372,3,4.29,3,1,1.43
14023372,15,33.48,4,1,8.37
14023437,10,111.92999999999999,7,1,15.99
14023437,15,16.74,6,1,2.79
14025944,1,4.75,1,1,4.75
14028137,280,7.55,5,1,1.51
14029885,1,1942.72,16,1,121.42
14029885,3,196.2,4,1,49.05
14029885,11,943.3199999999999,14,1,67.38
14029885,22,493.19999999999993,9,1,54.8
14029885,101,350.46,9,1,38.94
14031804,1,218.24,8,1,27.28
14031804,15,34.230000000000004,3,1,11.41
14031804,216,43.08,4,1,10.77
14031804,260,28.23,1,1,28.23
14037233,1,147.16,13,1,11.32
14037233,3,60.14999999999999,5,1,12.03
14037233,11,329.88,12,1,27.49
14037233,22,44.16,8,1,5.52
14037233,31,79.56,6,1,13.26
14038191,269,12.0,1,1,12.0
14038191,311,16.8,2,2,12.3
14048693,1,60.87,3,1,20.29
14048693,11,145.25,7,1,20.75
14048693,22,36.6,5,1,7.32
14049142,1,18.45,5,1,3.69
14049142,11,7.4,4,1,1.85
14055207,1,61.5,6,1,10.25
14055207,10,19.32,6,1,3.22
14055207,11,117.96,6,1,19.66
14055207,22,22.2,4,1,5.55
14055401,10,11.8,4,1,2.95
14055401,11,6.800000000000001,5,1,1.36
14055738,11,42.96,6,1,7.16
14055738,22,25.24,4,1,6.31
14055738,30,11.86,2,1,5.93
14055983,1,128.32,4,1,32.08
14055983,3,10.94,2,1,5.47
14055983,11,6.34,1,1,6.34
14055983,150,5.52,8,1,0.69
14055983,151,42.0,7,1,6.0
14056181,1,215.20000000000002,8,1,26.9
14056181,11,28.2,6,1,4.7
14056181,150,2.9999999999999996,10,1,0.3
14056181,151,95.37,11,1,8.67
14056181,155,35.88,12,1,2.99
14064079,1,181.28,8,1,22.66
14064079,11,92.94,6,1,15.49
14064079,22,53.4,5,1,10.68
14065075,1,2287.9,10,1,228.79
14065075,11,72.28,4,1,18.07
14065075,15,257.56,4,1,64.39
14065075,101,96.30000000000001,5,1,19.26
14065075,149,3669.6799999999994,14,1,262.12
14067884,1,67.2,8,1,8.4
14067884,11,69.30000000000001,9,1,7.7
14068732,1,593.44,8,1,74.18
14068732,11,202.84,4,1,50.71
14068732,15,49.949999999999996,3,1,16.65
14068732,216,623.55,5,1,124.71
14069631,1,17.25,5,1,3.45
14069631,2,82.04,7,1,11.72
14069631,11,132.65,5,1,26.53
14069631,31,53.06,7,1,7.58
14070095,1,808.88,8,1,101.11
14070095,11,1116.96,12,1,93.08
14070095,22,367.02,9,1,40.78
14070095,102,171.77999999999997,7,1,24.54
14070095,216,106.28,4,1,26.57
14070486,1,11.73,1,1,11.73
14070486,10,61.8,5,1,12.36
14070486,11,132.12,4,1,33.03
14070702,1,129.32000000000002,7,2,19.51
14070702,22,37.65,4,2,15.06
14070788,3,99.94999999999999,5,1,19.99
14070788,11,245.20000000000002,8,1,30.65
14070788,15,80.07000000000001,3,1,26.69
14070788,22,101.9,5,1,20.38
14074899,1,4.59,1,1,4.59
14075402,152,58.31,7,1,8.33
14075402,424,6.12,3,1,2.04
14075402,513,76.89,11,1,6.99
14075402,553,15.450000000000001,3,1,5.15
14076190,1,763.6500000000001,9,1,84.85
14076190,3,17.85,3,1,5.95
14076190,11,177.8,7,1,25.4
14076190,22,219.6,8,1,27.45
14076190,216,769.0,5,1,153.8
14076190,280,66.36,4,1,16.59
14076778,1,62.82,6,1,10.47
14076778,11,257.12,8,1,32.14
14076778,15,35.28,8,1,4.41
14077693,1,410.21999999999997,9,1,45.58
14077693,10,315.12,12,1,26.26
14077693,11,1872.7200000000003,17,1,110.16
14079106,1,48.300000000000004,7,1,6.9
14079106,11,63.28,8,1,7.91
14079343,11,14.34,2,1,7.17
14079343,216,249.18,6,1,41.53
14080694,1,57.84,6,1,9.64
14080694,11,33.0,6,1,5.5
14081801,15,13.42,2,1,6.71
14083642,1,1951.0499999999995,15,1,130.07
14083642,11,1937.46,14,1,138.39
14083642,22,617.1899999999999,7,1,88.17
14083642,115,65.46000000000001,3,1,21.82
14083642,120,90.6,4,1,22.65
14085688,1,17.580000000000002,3,1,5.86
14085688,2,138.0,4,1,34.5
14085688,280,1.94,2,1,0.97
14091289,1,54.18,7,1,7.74
14091831,1,356.09,7,1,50.87
14091831,11,621.2800000000001,11,1,56.48
14091831,22,106.92,6,1,17.82
14091831,108,121.43999999999998,6,1,20.24
14091831,124,80.0,8,1,10.0
14091831,160,88.0,8,1,11.0
14092145,216,212.54999999999998,5,1,42.51
14093672,1,75.1,5,1,15.02
14093672,10,4.050000000000001,5,1,0.81
14093672,11,62.089999999999996,7,1,8.87
14093672,22,38.0,4,1,9.5
14093699,3,25.02,1,1,25.02
14093699,212,14.17,1,1,14.17
14093699,280,12.96,4,1,3.24
14094938,1,244.9,10,1,24.49
14094938,3,67.38,6,1,11.23
14094938,11,313.09999999999997,10,1,31.31
14094938,15,191.25,9,1,21.25
14094938,152,201.99999999999997,10,1,20.2
14096671,1,192.6,10,1,19.26
14096671,22,620.76,12,1,51.73
14098534,1,39.46,6,2,7.61
14098534,11,64.46000000000001,9,4,8.48
14098933,1,67.23,3,1,22.41
14098933,216,292.56,6,1,48.76
14099530,1,48.550000000000004,5,1,9.71
14099530,15,37.95,3,1,12.65
14099972,15,50.56,8,1,6.32
14099972,22,48.239999999999995,6,1,8.04
14100547,1,92.28,4,1,23.07
14100547,216,68.67,3,1,22.89
14101330,263,19.14,1,1,19.14
14101330,497,5.56,1,1,5.56
14101330,703,3.4,1,1,3.4
14106081,10,49.0,5,1,9.8
14106405,1,89.85,3,1,29.95
14106405,216,219.7,5,1,43.94
14107959,1,35.36,4,1,8.84
14107959,11,84.0,6,1,14.0
14107959,124,37.68,6,1,6.28
14107959,160,39.44,4,1,9.86
14108270,11,73.44,6,1,12.24
14108270,101,55.7,5,1,11.14
14109501,1,140.22,6,1,23.37
14109501,10,66.54,6,1,11.09
14109501,11,258.0,8,1,32.25
14109501,22,125.86000000000001,7,1,17.98
14110178,1,35.2,5,1,7.04
14110178,3,12.68,2,1,6.34
14110178,10,44.0,8,1,5.5
14110178,11,121.68000000000002,8,1,15.21
14110178,15,5.64,2,1,2.82
14110178,22,25.059999999999995,7,1,3.58
14110593,1,19.84,2,1,9.92
14110593,3,12.41,1,1,12.41
14110593,15,68.74000000000001,5,4,19.94
14110593,101,18.52,2,1,9.26
14111441,900,0.028999999999999998,2,2,0.019
14111603,1,159.4,4,1,39.85
14111603,11,159.48,9,1,17.72
14111603,15,28.56,4,1,7.14
14111603,22,96.0,6,1,16.0
14111603,101,62.12,4,1,15.53
14111697,1,297.0,9,1,33.0
14111697,11,225.72,11,1,20.52
14111697,22,206.10000000000002,10,1,20.61
14112286,1,101.25,5,1,20.25
14112286,3,36.81,3,1,12.27
14112286,10,91.44,8,1,11.43
14112286,11,185.68,8,1,23.21
14112286,22,81.9,7,1,11.7
14113134,1,711.06,14,1,50.79
14113134,11,578.5,13,1,44.5
14113134,108,114.15999999999998,8,1,14.27
14113134,113,205.44000000000003,8,1,25.68
14113134,160,220.0,8,1,27.5
14122435,10,33.44,4,1,8.36
14122435,15,33.35,5,1,6.67
14122435,30,22.71,3,1,7.57
14123377,11,67.64,4,1,16.91
14123377,31,42.269999999999996,3,1,14.09
14124586,10,100.56,8,1,12.57
14124586,15,37.08,6,1,6.18
14127941,3,43.650000000000006,3,1,14.55
14127941,11,156.88,8,1,19.61
14127941,16,12.88,7,1,1.84
14131302,1,66.36000000000001,7,1,9.48
14131302,11,88.8,6,1,14.8
14131302,15,41.19,3,1,13.73
14131302,513,8.28,6,1,1.38
14131612,581,2.05,1,1,2.05
14131981,1,135.15,5,1,27.03
14131981,13,263.6,8,1,32.95
14131981,108,94.14,6,1,15.69
14132643,1,251.24,11,1,22.84
14132643,22,197.78,11,1,17.98
14133305,1,84.84,6,1,14.14
14133305,3,19.62,3,1,6.54
14133305,11,74.08,8,1,9.26
14133305,15,26.130000000000003,3,1,8.71
14134948,1,82.85,5,1,16.57
14134948,11,151.28,8,1,18.91
14134948,406,6.32,1,1,6.32
14135391,1,57.6,6,1,9.6
14135391,3,16.0,2,1,8.0
14135391,10,44.25,5,1,8.85
14135391,11,51.84,6,1,8.64
14135391,15,11.54,2,1,5.77
14138080,1,793.8000000000001,12,1,66.15
14138080,3,31.4,4,1,7.85
14138080,10,158.3,10,1,15.83
14138080,11,381.0,12,1,31.75
14138080,15,169.56,9,1,18.84
14138080,22,152.46,7,1,21.78
14138447,11,11.32,2,1,5.66
14138447,15,6.24,2,1,3.12
14145044,1,17.88,3,1,5.96
14145044,11,72.73,7,1,10.39
14145044,15,27.599999999999998,5,1,5.52
14151087,1,216.78000000000003,3,1,72.26
14151087,216,169.20000000000002,5,1,33.84
14151087,701,35.98,1,1,35.98
14151478,583,36.9,5,1,7.38
14151605,1,186.57,9,1,20.73
14151605,11,73.26,9,1,8.14
14151605,22,42.839999999999996,6,1,7.14
14151605,216,65.1,5,1,13.02
14153608,1,195.0,6,1,32.5
14153608,10,87.16,4,1,21.79
14153608,31,99.55000000000001,5,1,19.91
14153608,216,149.04,4,1,37.26
14156771,1,210.5,10,1,21.05
14156771,11,25.36,8,1,3.17
14156771,22,53.75,5,1,10.75
14156771,113,25.6,4,1,6.4
14156771,124,144.54000000000002,11,1,13.14
14157182,15,24.42,3,1,8.14
14157182,21,33.8,4,1,8.45
14157182,30,30.03,3,1,10.01
14157182,216,59.040000000000006,6,1,9.84
14161708,1,133.25,5,1,26.65
14161708,3,72.30000000000001,5,1,14.46
14161708,10,186.24,8,1,23.28
14161708,11,142.89999999999998,10,1,14.29
14162232,1,128.08,4,1,32.02
14162232,11,32.64,3,1,10.88
14162232,216,6.8100000000000005,3,1,2.27
14163379,11,73.92,6,1,12.32
14163379,101,155.25,9,1,17.25
14168877,1,50.84,2,1,25.42
14168877,7,4.39,1,1,4.39
14168877,31,13.66,2,1,6.83
14168877,216,130.35000000000002,3,1,43.45
14173390,1,274.0,8,1,34.25
14173390,11,865.6200000000001,14,1,61.83
14173390,22,524.24,8,1,65.53
14173390,108,359.94000000000005,7,1,51.42
14173390,160,334.80999999999995,7,1,47.83
14183272,583,49.76,2,1,24.88
14183531,1,273.46000000000004,11,1,24.86
14183531,11,814.9900000000002,11,1,74.09
14184996,1,1133.44,11,1,103.04
14184996,11,1135.05,15,1,75.67
14184996,22,271.3,10,1,27.13
14184996,101,173.7,5,1,34.74
14185771,1,657.9099999999999,11,1,59.81
14185771,10,91.12,4,1,22.78
14185771,11,99.12,4,1,24.78
14185771,13,360.24,12,1,30.02
14185771,22,223.79,7,1,31.97
14185771,108,83.7,6,1,13.95
14188304,1,1189.35,9,1,132.15
14188304,10,358.56,8,1,44.82
14188304,11,389.04,8,1,48.63
14188304,15,23.88,2,1,11.94
14188304,22,402.39,9,1,44.71
14192174,1,290.4,11,1,26.4
14192174,3,111.85,5,1,22.37
14192174,10,128.0,8,1,16.0
14192174,11,237.68000000000004,8,1,29.71
14192174,15,21.6,6,1,3.6
14192697,1,1024.2,12,1,85.35
14192697,11,720.7199999999998,12,1,60.06
14192697,108,183.78,6,1,30.63
14192697,160,282.1,10,1,28.21
14192883,1,17.42,2,1,8.71
14194290,1,25.7,2,1,12.85
14194290,11,18.419999999999998,3,1,6.14
14197001,1,909.6600000000001,6,1,151.61
14197001,10,161.6,4,1,40.4
14197001,11,1725.48,9,1,191.72
14197001,14,111.75000000000001,5,1,22.35
14197001,22,599.76,7,1,85.68
14202390,1,156.3,6,1,26.05
14202390,11,228.15000000000003,9,1,25.35
14202846,1,391.74000000000007,6,1,65.29
14202846,11,980.08,8,1,122.51
14202846,22,224.8,5,1,44.96
14206833,11,125.20000000000002,8,1,15.65
14206833,216,560.7,7,1,80.1
14211241,1,1849.9,13,1,142.3
14211241,10,853.83,9,1,94.87
14211241,11,1395.6,8,1,174.45
14211241,15,832.96,4,1,208.24
14211241,407,2132.6,10,1,213.26
14211497,216,24.96,4,1,6.24
14212639,1,58.2,6,1,9.7
14212639,11,837.72,12,1,69.81
14212639,15,261.8,10,1,26.18
14212639,22,160.56,6,1,26.76
14213007,1,373.29999999999995,5,1,74.66
14213007,10,407.59999999999997,10,1,40.76
14213007,11,2143.8,9,1,238.2
14213007,22,391.71999999999997,7,1,55.96
14213007,104,85.32000000000001,3,1,28.44
14213007,108,219.59,7,1,31.37
14213201,1,445.08000000000004,12,1,37.09
14213201,11,500.72,11,1,45.52
14213201,101,41.76,6,1,6.96
14215107,1,32.45,5,1,6.49
14215107,3,7.800000000000001,3,1,2.6
14215107,10,34.68,6,1,5.78
14215107,11,67.67999999999999,6,1,11.28
14215107,22,47.74,7,1,6.82
14215581,1,87.92,4,1,21.98
14215581,3,11.91,3,1,3.97
14215581,11,667.76,8,1,83.47
14216189,1,61.14,6,1,10.19
14216189,3,10.23,3,1,3.41
14216286,1,386.28000000000003,9,1,42.92
14216286,11,533.6999999999999,9,1,59.3
14216286,22,141.78,6,1,23.63
14216375,1,6732.539999999999,18,1,374.03
14216375,3,497.14,7,1,71.02
14216375,5,1000.3799999999999,6,1,166.73
14216375,11,2760.5499999999997,13,1,212.35
14216375,15,230.09,7,1,32.87
14216375,22,553.28,8,1,69.16
14216375,101,88.96,4,1,22.24
14216375,102,175.36,8,1,21.92
14216375,150,91.96,11,1,8.36
14216375,151,1126.24,16,1,70.39
14216707,1,434.5999999999999,10,1,43.46
14216707,10,186.69,7,1,26.67
14216707,11,665.1999999999999,10,1,66.52
14216707,22,162.10000000000002,5,1,32.42
14217193,1,86.64,4,1,21.66
14217193,15,29.009999999999998,3,1,9.67
14218203,1,33.1,5,1,6.62
14218203,3,4.62,3,1,1.54
14219870,11,175.76,8,1,21.97
14219870,22,105.95,5,1,21.19
14219870,210,35.21,1,1,35.21
14219870,216,340.23,3,1,113.41
14219870,280,68.04,4,1,17.01
14220283,497,88.02,9,1,9.78
14220283,583,5.21,1,1,5.21
14223592,1,139.05,9,1,15.45
14223592,10,113.60000000000001,8,1,14.2
14223592,11,315.71999999999997,9,1,35.08
14224475,1,34.5,5,1,6.9
14224475,11,43.92,6,1,7.32
14224475,16,11.6,4,1,2.9
14224475,22,21.15,3,1,7.05
14225900,1,836.64,14,1,59.76
14225900,2,110.60999999999999,9,1,12.29
14225900,10,175.68,9,1,19.52
14225900,11,681.4799999999999,12,1,56.79
14225900,15,51.04,4,1,12.76
14225900,22,153.51000000000002,7,1,21.93
14225900,101,105.66,6,1,17.61
14225900,151,231.29999999999998,15,1,15.42
14229949,1,6.06,1,1,6.06
14229949,10,6.88,2,1,3.44
14229949,11,161.24,4,1,40.31
14229949,22,55.32,4,1,13.83
14229973,1,66.36,6,1,11.06
14229973,11,197.76,8,1,24.72
14229973,656,49.95,5,1,9.99
14230831,216,48.12,4,1,12.03
14233342,1,36.7,5,1,7.34
14233342,3,41.92,4,1,10.48
14233342,10,14.15,5,1,2.83
14233342,11,133.12,8,1,16.64
14234535,1,614.18,14,1,43.87
14234535,3,135.51999999999998,7,1,19.36
14234535,11,678.9,10,1,67.89
14234535,22,257.49000000000007,9,1,28.61
14234535,31,132.09,7,1,18.87
14234535,108,131.7,6,1,21.95
14239340,1,6.44,2,1,3.22
14239340,3,6.6,2,1,3.3
14239340,15,24.16,2,1,12.08
14240276,1,119.34,6,1,19.89
14240276,10,64.8,8,1,8.1
14240276,11,83.52,6,1,13.92
14240276,22,108.77999999999999,6,1,18.13
14240500,1,57.82,7,1,8.26
14240500,11,162.2,10,1,16.22
14240500,152,1.05,5,1,0.21
14240500,280,1.44,3,1,0.48
14240500,408,0.32,1,1,0.32
14241086,1,777.04,8,1,97.13
14241086,10,135.92,8,1,16.99
14241086,11,1802.55,15,1,120.17
14241086,15,162.24,8,1,20.28
14241086,22,202.32,8,1,25.29
14241086,101,177.12,8,1,22.14
14247076,1,134.34,6,1,22.39
14247076,150,7.32,4,1,1.83
14247076,151,168.0,8,1,21.0
14247076,216,123.44,4,1,30.86
14249648,1,181.45,5,1,36.29
14249648,11,504.7199999999999,9,1,56.08
14249648,22,129.95,5,1,25.99
14250433,1,257.18,11,1,23.38
14250433,10,179.0,10,1,17.9
14250433,11,518.21,11,1,47.11
14250433,15,200.83,7,1,28.69
14250433,22,251.50000000000003,10,1,25.15
14250433,102,131.46,7,1,18.78
14251537,1,33.53,7,1,4.79
14251537,11,82.04,7,1,11.72
14253343,11,28.419999999999998,7,1,4.06
14253432,1,175.39999999999998,5,1,35.08
14253432,11,29.3,2,1,14.65
14253432,15,6.04,1,1,6.04
14253432,22,71.48,4,1,17.87
14256202,11,111.80000000000001,13,1,8.6
14257640,1,82.53,7,1,11.79
14257640,2,21.6,6,1,3.6
14257640,11,96.41999999999999,6,1,16.07
14257640,15,55.38,6,1,9.23
14258639,3,3.63,1,1,3.63
14258639,15,11.86,2,1,5.93
14259635,1,68.7,5,1,13.74
14259635,3,5.37,1,1,5.37
14259643,1,551.12,8,1,68.89
14259643,11,435.87,9,1,48.43
14259643,15,84.07000000000001,7,1,12.01
14259643,22,214.92,9,1,23.88
14260633,701,11.19,1,1,11.19
14261249,1,35.4,4,1,8.85
14261249,11,21.56,4,1,5.39
14264973,1,25.72,4,1,6.43
14264973,11,38.72,4,1,9.68
14264973,15,7.9,2,1,3.95
14265090,1,1.82,2,1,0.91
14265090,252,12.18,2,1,6.09
14265740,583,233.64,3,1,77.88
14270906,1,17.56,2,1,8.78
14270906,3,5.63,1,1,5.63
14271937,214,6.21,1,1,6.21
14271937,216,171.55,5,1,34.31
14272151,1,77.13,9,1,8.57
14272151,22,180.96,8,1,22.62
14272232,2,64.08,4,1,16.02
14272232,11,695.8000000000001,10,1,69.58
14272496,1,25.319999999999997,6,1,4.22
14272496,14,5.04,1,1,5.04
14272577,1,194.52,4,1,48.63
14272577,2,37.96,4,1,9.49
14272577,10,100.88,4,1,25.22
14273395,1,30.299999999999997,3,1,10.1
14273395,216,260.46,6,1,43.41
14273840,1,121.16999999999999,7,1,17.31
14273840,3,25.68,4,1,6.42
14273875,1,50.400000000000006,5,1,10.08
14273875,11,209.7,6,1,34.95
14275576,1,79.67999999999999,6,1,13.28
14275576,11,57.92,4,1,14.48
14279733,1,60.18,6,1,10.03
14279733,11,68.64,6,1,11.44
14281290,11,32.7,6,1,5.45
14281290,22,20.64,3,1,6.88
14281878,1,258.85,5,1,51.77
14281878,216,220.24999999999997,5,1,44.05
14284494,1,169.5,6,1,28.25
14284494,150,21.44,8,1,2.68
14284494,151,308.62,13,1,23.74
14284494,210,72.66,6,1,12.11
14284494,216,401.9,5,1,80.38
14284494,701,53.92,4,1,13.48
14287248,1,26.28,3,1,8.76
14287248,11,56.0,5,1,11.2
14287396,1,21.8,5,1,4.36
14287396,11,423.20000000000005,10,1,42.32
14287396,22,38.36,4,1,9.59
14287396,101,36.68,4,1,9.17
14287531,1,244.56,8,1,30.57
14287531,11,107.73,7,1,15.39
14287531,15,72.11999999999999,6,1,12.02
14287531,22,66.2,5,1,13.24
